commentId,comment,classification,comment_processed,word_phrase_list,bedside,bedside manner,manner,manner gentle,gentle,practical,similarity_score,regression_weight
173596,"and honestly he could have handled the situation in a more professional manner ,not addressed it",1,honestly handle situation professional manner not address,"['honestly', 'honestly handle', 'honestly handle situation', 'honestly handle situation professional', 'honestly handle situation professional manner', 'honestly handle situation professional manner not', 'honestly handle situation professional manner not address', 'handle', 'handle situation', 'handle situation professional', 'handle situation professional manner', 'handle situation professional manner not', 'handle situation professional manner not address', 'situation', 'situation professional', 'situation professional manner', 'situation professional manner not', 'situation professional manner not address', 'professional', 'professional manner', 'professional manner not', 'professional manner not address', 'manner', 'manner not', 'manner not address', 'not', 'not address', 'address']",0,0,1,0,0,0,0.0526315789473684,0.0
179890,"for bedside manner, zero stars for empathy and zero stars for patient care.",1,bedside manner star star patient care,"['bedside', 'bedside manner', 'bedside manner star', 'bedside manner star star', 'bedside manner star star patient', 'bedside manner star star patient care', 'manner', 'manner star', 'manner star star', 'manner star star patient', 'manner star star patient care', 'star', 'star star', 'star star patient', 'star star patient care', 'star', 'star patient', 'star patient care', 'patient', 'patient care', 'care']",1,1,1,0,0,0,0.1935483870967742,0.0
96852,and her staff have incredible bedside manner.,0,staff incredible bedside manner,"['staff', 'staff incredible', 'staff incredible bedside', 'staff incredible bedside manner', 'incredible', 'incredible bedside', 'incredible bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.3,0.0
108466,He talked about what he was doing in such a gentle way.,0,talk gentle way,"['talk', 'talk gentle', 'talk gentle way', 'gentle', 'gentle way', 'way']",0,0,0,0,1,0,0.125,0.0
74226,"Terrible bed side manner, didn't listen to what I wanted.",1,terrible bed manner listen want,"['terrible', 'terrible bed', 'terrible bed manner', 'terrible bed manner listen', 'terrible bed manner listen want', 'bed', 'bed manner', 'bed manner listen', 'bed manner listen want', 'manner', 'manner listen', 'manner listen want', 'listen', 'listen want', 'want']",0,0,1,0,0,0,0.08,0.0
157184,"He has good bedside manner and makes what could be an awkward experience for some, not awkward at all.",0,good bedside manner make awkward experience not awkward,"['good', 'good bedside', 'good bedside manner', 'good bedside manner make', 'good bedside manner make awkward', 'good bedside manner make awkward experience', 'good bedside manner make awkward experience not', 'good bedside manner make awkward experience not awkward', 'bedside', 'bedside manner', 'bedside manner make', 'bedside manner make awkward', 'bedside manner make awkward experience', 'bedside manner make awkward experience not', 'bedside manner make awkward experience not awkward', 'manner', 'manner make', 'manner make awkward', 'manner make awkward experience', 'manner make awkward experience not', 'manner make awkward experience not awkward', 'make', 'make awkward', 'make awkward experience', 'make awkward experience not', 'make awkward experience not awkward', 'awkward', 'awkward experience', 'awkward experience not', 'awkward experience not awkward', 'experience', 'experience not', 'experience not awkward', 'not', 'not awkward', 'awkward']",1,1,1,0,0,0,0.1304347826086956,0.0
82370,Great bed-side manner,0,great bedside manner,"['great', 'great bedside', 'great bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.375,0.0
71604,Don't expect to have comforting bed-side care from him;,1,expect comfort bedside care,"['expect', 'expect comfort', 'expect comfort bedside', 'expect comfort bedside care', 'comfort', 'comfort bedside', 'comfort bedside care', 'bedside', 'bedside care', 'care']",1,0,0,0,0,0,0.1,0.0
110732,He has terrible bed side manner and always rushes you out.,1,terrible bed manner rush,"['terrible', 'terrible bed', 'terrible bed manner', 'terrible bed manner rush', 'bed', 'bed manner', 'bed manner rush', 'manner', 'manner rush', 'rush']",0,0,1,0,0,0,0.1,0.0
66478,He gave practical suggestion for solutions to my problem.,0,give practical suggestion solution problem,"['give', 'give practical', 'give practical suggestion', 'give practical suggestion solution', 'give practical suggestion solution problem', 'practical', 'practical suggestion', 'practical suggestion solution', 'practical suggestion solution problem', 'suggestion', 'suggestion solution', 'suggestion solution problem', 'solution', 'solution problem', 'problem']",0,0,0,0,0,1,0.08,0.0
127161,"He was thoughtful and validating, insightful, and his bedside manner is great.",0,thoughtful validate insightful bedside manner great,"['thoughtful', 'thoughtful validate', 'thoughtful validate insightful', 'thoughtful validate insightful bedside', 'thoughtful validate insightful bedside manner', 'thoughtful validate insightful bedside manner great', 'validate', 'validate insightful', 'validate insightful bedside', 'validate insightful bedside manner', 'validate insightful bedside manner great', 'insightful', 'insightful bedside', 'insightful bedside manner', 'insightful bedside manner great', 'bedside', 'bedside manner', 'bedside manner great', 'manner', 'manner great', 'great']",1,1,1,0,0,0,0.1935483870967742,0.0
93775,I was extra happy when I was able to schedule my appointment on a timely manner,0,extra happy able schedule appointment timely manner,"['extra', 'extra happy', 'extra happy able', 'extra happy able schedule', 'extra happy able schedule appointment', 'extra happy able schedule appointment timely', 'extra happy able schedule appointment timely manner', 'happy', 'happy able', 'happy able schedule', 'happy able schedule appointment', 'happy able schedule appointment timely', 'happy able schedule appointment timely manner', 'able', 'able schedule', 'able schedule appointment', 'able schedule appointment timely', 'able schedule appointment timely manner', 'schedule', 'schedule appointment', 'schedule appointment timely', 'schedule appointment timely manner', 'appointment', 'appointment timely', 'appointment timely manner', 'timely', 'timely manner', 'manner']",0,0,1,0,0,0,0.0526315789473684,0.0
162180,he was immediately so understanding and gentle and made me feel heard and respected.,0,immediately understanding gentle feel hear respect,"['immediately', 'immediately understanding', 'immediately understanding gentle', 'immediately understanding gentle feel', 'immediately understanding gentle feel hear', 'immediately understanding gentle feel hear respect', 'understanding', 'understanding gentle', 'understanding gentle feel', 'understanding gentle feel hear', 'understanding gentle feel hear respect', 'gentle', 'gentle feel', 'gentle feel hear', 'gentle feel hear respect', 'feel', 'feel hear', 'feel hear respect', 'hear', 'hear respect', 'respect']",0,0,0,0,1,0,0.064516129032258,0.0
71465,"He was personable and honest, both providing factual, scientific and evidence based information as well as practical, down to earth information.",0,personal honest provide actual scientific evidence base information practical earth information,"['personal', 'personal honest', 'personal honest provide', 'personal honest provide actual', 'personal honest provide actual scientific', 'personal honest provide actual scientific evidence', 'personal honest provide actual scientific evidence base', 'personal honest provide actual scientific evidence base information', 'personal honest provide actual scientific evidence base information practical', 'personal honest provide actual scientific evidence base information practical earth', 'personal honest provide actual scientific evidence base information practical earth information', 'honest', 'honest provide', 'honest provide actual', 'honest provide actual scientific', 'honest provide actual scientific evidence', 'honest provide actual scientific evidence base', 'honest provide actual scientific evidence base information', 'honest provide actual scientific evidence base information practical', 'honest provide actual scientific evidence base information practical earth', 'honest provide actual scientific evidence base information practical earth information', 'provide', 'provide actual', 'provide actual scientific', 'provide actual scientific evidence', 'provide actual scientific evidence base', 'provide actual scientific evidence base information', 'provide actual scientific evidence base information practical', 'provide actual scientific evidence base information practical earth', 'provide actual scientific evidence base information practical earth information', 'actual', 'actual scientific', 'actual scientific evidence', 'actual scientific evidence base', 'actual scientific evidence base information', 'actual scientific evidence base information practical', 'actual scientific evidence base information practical earth', 'actual scientific evidence base information practical earth information', 'scientific', 'scientific evidence', 'scientific evidence base', 'scientific evidence base information', 'scientific evidence base information practical', 'scientific evidence base information practical earth', 'scientific evidence base information practical earth information', 'evidence', 'evidence base', 'evidence base information', 'evidence base information practical', 'evidence base information practical earth', 'evidence base information practical earth information', 'base', 'base information', 'base information practical', 'base information practical earth', 'base information practical earth information', 'information', 'information practical', 'information practical earth', 'information practical earth information', 'practical', 'practical earth', 'practical earth information', 'earth', 'earth information', 'information']",0,0,0,0,0,1,0.0263157894736842,0.0
98918,He was very gentle and tried really hard to make me feel comfortable when filing down my teeth.,0,gentle try hard feel comfortable file tooth,"['gentle', 'gentle try', 'gentle try hard', 'gentle try hard feel', 'gentle try hard feel comfortable', 'gentle try hard feel comfortable file', 'gentle try hard feel comfortable file tooth', 'try', 'try hard', 'try hard feel', 'try hard feel comfortable', 'try hard feel comfortable file', 'try hard feel comfortable file tooth', 'hard', 'hard feel', 'hard feel comfortable', 'hard feel comfortable file', 'hard feel comfortable file tooth', 'feel', 'feel comfortable', 'feel comfortable file', 'feel comfortable file tooth', 'comfortable', 'comfortable file', 'comfortable file tooth', 'file', 'file tooth', 'tooth']",0,0,0,0,1,0,0.0526315789473684,0.0
187991,Offers little to no bedside manner and is Ill prepared for appointments that you end up waiting an hour and a half for.,1,offer little no bedside manner ill prepare appointment end wait,"['offer', 'offer little', 'offer little no', 'offer little no bedside', 'offer little no bedside manner', 'offer little no bedside manner ill', 'offer little no bedside manner ill prepare', 'offer little no bedside manner ill prepare appointment', 'offer little no bedside manner ill prepare appointment end', 'offer little no bedside manner ill prepare appointment end wait', 'little', 'little no', 'little no bedside', 'little no bedside manner', 'little no bedside manner ill', 'little no bedside manner ill prepare', 'little no bedside manner ill prepare appointment', 'little no bedside manner ill prepare appointment end', 'little no bedside manner ill prepare appointment end wait', 'no', 'no bedside', 'no bedside manner', 'no bedside manner ill', 'no bedside manner ill prepare', 'no bedside manner ill prepare appointment', 'no bedside manner ill prepare appointment end', 'no bedside manner ill prepare appointment end wait', 'bedside', 'bedside manner', 'bedside manner ill', 'bedside manner ill prepare', 'bedside manner ill prepare appointment', 'bedside manner ill prepare appointment end', 'bedside manner ill prepare appointment end wait', 'manner', 'manner ill', 'manner ill prepare', 'manner ill prepare appointment', 'manner ill prepare appointment end', 'manner ill prepare appointment end wait', 'ill', 'ill prepare', 'ill prepare appointment', 'ill prepare appointment end', 'ill prepare appointment end wait', 'prepare', 'prepare appointment', 'prepare appointment end', 'prepare appointment end wait', 'appointment', 'appointment end', 'appointment end wait', 'end', 'end wait', 'wait']",1,1,1,0,0,0,0.0923076923076923,0.0
95310,Dr. Alexandar has a warm and compassionate manner.,0,warm compassionate manner,"['warm', 'warm compassionate', 'warm compassionate manner', 'compassionate', 'compassionate manner', 'manner']",0,0,1,0,0,0,0.125,0.0
70622,My first colonoscopy was at another place but Dr krishnan's place is better organized in a very pleasant manner.,0,colonoscopy place good organize pleasant manner,"['colonoscopy', 'colonoscopy place', 'colonoscopy place good', 'colonoscopy place good organize', 'colonoscopy place good organize pleasant', 'colonoscopy place good organize pleasant manner', 'place', 'place good', 'place good organize', 'place good organize pleasant', 'place good organize pleasant manner', 'good', 'good organize', 'good organize pleasant', 'good organize pleasant manner', 'organize', 'organize pleasant', 'organize pleasant manner', 'pleasant', 'pleasant manner', 'manner']",0,0,1,0,0,0,0.064516129032258,0.0
64163,"I liked the manner in which she greets me and is very personable, smiles, and has a very nice attitude.",0,like manner greet personal smile nice attitude,"['like', 'like manner', 'like manner greet', 'like manner greet personal', 'like manner greet personal smile', 'like manner greet personal smile nice', 'like manner greet personal smile nice attitude', 'manner', 'manner greet', 'manner greet personal', 'manner greet personal smile', 'manner greet personal smile nice', 'manner greet personal smile nice attitude', 'greet', 'greet personal', 'greet personal smile', 'greet personal smile nice', 'greet personal smile nice attitude', 'personal', 'personal smile', 'personal smile nice', 'personal smile nice attitude', 'smile', 'smile nice', 'smile nice attitude', 'nice', 'nice attitude', 'attitude']",0,0,1,0,0,0,0.0526315789473684,0.0
151235,He has the best bedside manner imaginable and a highly professional staff of assistants.,0,good bedside manner conceivable highly professional staff assistant,"['good', 'good bedside', 'good bedside manner', 'good bedside manner conceivable', 'good bedside manner conceivable highly', 'good bedside manner conceivable highly professional', 'good bedside manner conceivable highly professional staff', 'good bedside manner conceivable highly professional staff assistant', 'bedside', 'bedside manner', 'bedside manner conceivable', 'bedside manner conceivable highly', 'bedside manner conceivable highly professional', 'bedside manner conceivable highly professional staff', 'bedside manner conceivable highly professional staff assistant', 'manner', 'manner conceivable', 'manner conceivable highly', 'manner conceivable highly professional', 'manner conceivable highly professional staff', 'manner conceivable highly professional staff assistant', 'conceivable', 'conceivable highly', 'conceivable highly professional', 'conceivable highly professional staff', 'conceivable highly professional staff assistant', 'highly', 'highly professional', 'highly professional staff', 'highly professional staff assistant', 'professional', 'professional staff', 'professional staff assistant', 'staff', 'staff assistant', 'assistant']",1,1,1,0,0,0,0.1304347826086956,0.0
85882,His bed side manner is exemplary,0,bed manner exemplary,"['bed', 'bed manner', 'bed manner exemplary', 'manner', 'manner exemplary', 'exemplary']",0,0,1,0,0,0,0.125,0.0
106133,He has horrible bedside manner and his staff is extremely rude His license was suspended once,1,atrocious bedside manner staff extremely rude license suspend,"['atrocious', 'atrocious bedside', 'atrocious bedside manner', 'atrocious bedside manner staff', 'atrocious bedside manner staff extremely', 'atrocious bedside manner staff extremely rude', 'atrocious bedside manner staff extremely rude license', 'atrocious bedside manner staff extremely rude license suspend', 'bedside', 'bedside manner', 'bedside manner staff', 'bedside manner staff extremely', 'bedside manner staff extremely rude', 'bedside manner staff extremely rude license', 'bedside manner staff extremely rude license suspend', 'manner', 'manner staff', 'manner staff extremely', 'manner staff extremely rude', 'manner staff extremely rude license', 'manner staff extremely rude license suspend', 'staff', 'staff extremely', 'staff extremely rude', 'staff extremely rude license', 'staff extremely rude license suspend', 'extremely', 'extremely rude', 'extremely rude license', 'extremely rude license suspend', 'rude', 'rude license', 'rude license suspend', 'license', 'license suspend', 'suspend']",1,1,1,0,0,0,0.1304347826086956,0.0
138658,I always look forward to the bedside manner everyone at CCWC provides.,0,look forward bedside manner cow provide,"['look', 'look forward', 'look forward bedside', 'look forward bedside manner', 'look forward bedside manner cow', 'look forward bedside manner cow provide', 'forward', 'forward bedside', 'forward bedside manner', 'forward bedside manner cow', 'forward bedside manner cow provide', 'bedside', 'bedside manner', 'bedside manner cow', 'bedside manner cow provide', 'manner', 'manner cow', 'manner cow provide', 'cow', 'cow provide', 'provide']",1,1,1,0,0,0,0.1935483870967742,0.0
71650,Dr. Jones has the best bedside manor of any doctor I have come into contact with.,0,good bedside manor doctor come contact,"['good', 'good bedside', 'good bedside manor', 'good bedside manor doctor', 'good bedside manor doctor come', 'good bedside manor doctor come contact', 'bedside', 'bedside manor', 'bedside manor doctor', 'bedside manor doctor come', 'bedside manor doctor come contact', 'manor', 'manor doctor', 'manor doctor come', 'manor doctor come contact', 'doctor', 'doctor come', 'doctor come contact', 'come', 'come contact', 'contact']",1,0,0,0,0,0,0.064516129032258,0.0
60133,He has a very good bedside manner.,0,good bedside manner,"['good', 'good bedside', 'good bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.375,0.0
160746,"Thank you Gentle Dental, you truly live up to the name and I will see you in 6 months!!",0,thank gentle dental truly live,"['thank', 'thank gentle', 'thank gentle dental', 'thank gentle dental truly', 'thank gentle dental truly live', 'gentle', 'gentle dental', 'gentle dental truly', 'gentle dental truly live', 'dental', 'dental truly', 'dental truly live', 'truly', 'truly live', 'live']",0,0,0,0,1,0,0.08,0.0
189654,"I'm normally very sensitive and I made sure to highlight that to Dr Strong, he was very gentle",0,normally sensitive sure highlight dr strong gentle,"['normally', 'normally sensitive', 'normally sensitive sure', 'normally sensitive sure highlight', 'normally sensitive sure highlight dr', 'normally sensitive sure highlight dr strong', 'normally sensitive sure highlight dr strong gentle', 'sensitive', 'sensitive sure', 'sensitive sure highlight', 'sensitive sure highlight dr', 'sensitive sure highlight dr strong', 'sensitive sure highlight dr strong gentle', 'sure', 'sure highlight', 'sure highlight dr', 'sure highlight dr strong', 'sure highlight dr strong gentle', 'highlight', 'highlight dr', 'highlight dr strong', 'highlight dr strong gentle', 'dr', 'dr strong', 'dr strong gentle', 'strong', 'strong gentle', 'gentle']",0,0,0,0,1,0,0.0526315789473684,0.0
65606,I was delighted by his bedside manners.,0,delight bedside manner,"['delight', 'delight bedside', 'delight bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.375,0.0
129619,He has a fantastic bedside manner which outs me at ease despite my less than optimal circumstances.,0,fantastic bedside manner ease despite optical circumstance,"['fantastic', 'fantastic bedside', 'fantastic bedside manner', 'fantastic bedside manner ease', 'fantastic bedside manner ease despite', 'fantastic bedside manner ease despite optical', 'fantastic bedside manner ease despite optical circumstance', 'bedside', 'bedside manner', 'bedside manner ease', 'bedside manner ease despite', 'bedside manner ease despite optical', 'bedside manner ease despite optical circumstance', 'manner', 'manner ease', 'manner ease despite', 'manner ease despite optical', 'manner ease despite optical circumstance', 'ease', 'ease despite', 'ease despite optical', 'ease despite optical circumstance', 'despite', 'despite optical', 'despite optical circumstance', 'optical', 'optical circumstance', 'circumstance']",1,1,1,0,0,0,0.1578947368421052,0.0
120533,Doctor had an awesome bedside manner.,0,doctor amazing bedside manner,"['doctor', 'doctor amazing', 'doctor amazing bedside', 'doctor amazing bedside manner', 'amazing', 'amazing bedside', 'amazing bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.3,0.0
66385,I like her manner.,0,like manner,"['like', 'like manner', 'manner']",0,0,1,0,0,0,0.1538461538461538,0.0
139053,Great attitude knowledge bedside manner empathy and 100% concern about his patient,0,great attitude cognition bedside manner concern patient,"['great', 'great attitude', 'great attitude cognition', 'great attitude cognition bedside', 'great attitude cognition bedside manner', 'great attitude cognition bedside manner concern', 'great attitude cognition bedside manner concern patient', 'attitude', 'attitude cognition', 'attitude cognition bedside', 'attitude cognition bedside manner', 'attitude cognition bedside manner concern', 'attitude cognition bedside manner concern patient', 'cognition', 'cognition bedside', 'cognition bedside manner', 'cognition bedside manner concern', 'cognition bedside manner concern patient', 'bedside', 'bedside manner', 'bedside manner concern', 'bedside manner concern patient', 'manner', 'manner concern', 'manner concern patient', 'concern', 'concern patient', 'patient']",1,1,1,0,0,0,0.1578947368421052,0.0
140690,He's very gentle when he did filler for my nose and temple and chin.,0,gentle filler nose temple chin,"['gentle', 'gentle filler', 'gentle filler nose', 'gentle filler nose temple', 'gentle filler nose temple chin', 'filler', 'filler nose', 'filler nose temple', 'filler nose temple chin', 'nose', 'nose temple', 'nose temple chin', 'temple', 'temple chin', 'chin']",0,0,0,0,1,0,0.08,0.0
189378,"He didn't upsell me or push any extra treatments or products, he was gentle and paid attention to my responses.",0,sell push extra treatment product gentle pay attention response,"['sell', 'sell push', 'sell push extra', 'sell push extra treatment', 'sell push extra treatment product', 'sell push extra treatment product gentle', 'sell push extra treatment product gentle pay', 'sell push extra treatment product gentle pay attention', 'sell push extra treatment product gentle pay attention response', 'push', 'push extra', 'push extra treatment', 'push extra treatment product', 'push extra treatment product gentle', 'push extra treatment product gentle pay', 'push extra treatment product gentle pay attention', 'push extra treatment product gentle pay attention response', 'extra', 'extra treatment', 'extra treatment product', 'extra treatment product gentle', 'extra treatment product gentle pay', 'extra treatment product gentle pay attention', 'extra treatment product gentle pay attention response', 'treatment', 'treatment product', 'treatment product gentle', 'treatment product gentle pay', 'treatment product gentle pay attention', 'treatment product gentle pay attention response', 'product', 'product gentle', 'product gentle pay', 'product gentle pay attention', 'product gentle pay attention response', 'gentle', 'gentle pay', 'gentle pay attention', 'gentle pay attention response', 'pay', 'pay attention', 'pay attention response', 'attention', 'attention response', 'response']",0,0,0,0,1,0,0.0363636363636363,0.0
62236,I think she has a very good bedside manner.,0,think good bedside manner,"['think', 'think good', 'think good bedside', 'think good bedside manner', 'good', 'good bedside', 'good bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.3,0.0
113485,On top of that he is a very nice with wonderful bedside manners.,0,nice fantastic bedside manner,"['nice', 'nice fantastic', 'nice fantastic bedside', 'nice fantastic bedside manner', 'fantastic', 'fantastic bedside', 'fantastic bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.3,0.0
128538,He goes out of his way to make patients feel comfortable and has the best bed side manner!,0,go way patient feel comfortable good bed manner,"['go', 'go way', 'go way patient', 'go way patient feel', 'go way patient feel comfortable', 'go way patient feel comfortable good', 'go way patient feel comfortable good bed', 'go way patient feel comfortable good bed manner', 'way', 'way patient', 'way patient feel', 'way patient feel comfortable', 'way patient feel comfortable good', 'way patient feel comfortable good bed', 'way patient feel comfortable good bed manner', 'patient', 'patient feel', 'patient feel comfortable', 'patient feel comfortable good', 'patient feel comfortable good bed', 'patient feel comfortable good bed manner', 'feel', 'feel comfortable', 'feel comfortable good', 'feel comfortable good bed', 'feel comfortable good bed manner', 'comfortable', 'comfortable good', 'comfortable good bed', 'comfortable good bed manner', 'good', 'good bed', 'good bed manner', 'bed', 'bed manner', 'manner']",0,0,1,0,0,0,0.0434782608695652,0.0
95683,His manner is a bit odd,1,manner bit odd,"['manner', 'manner bit', 'manner bit odd', 'bit', 'bit odd', 'odd']",0,0,1,0,0,0,0.125,0.0
101788,"Great bedside manner, and always looking for an alternative solution to the problem.",0,great bedside manner look alternative solution problem,"['great', 'great bedside', 'great bedside manner', 'great bedside manner look', 'great bedside manner look alternative', 'great bedside manner look alternative solution', 'great bedside manner look alternative solution problem', 'bedside', 'bedside manner', 'bedside manner look', 'bedside manner look alternative', 'bedside manner look alternative solution', 'bedside manner look alternative solution problem', 'manner', 'manner look', 'manner look alternative', 'manner look alternative solution', 'manner look alternative solution problem', 'look', 'look alternative', 'look alternative solution', 'look alternative solution problem', 'alternative', 'alternative solution', 'alternative solution problem', 'solution', 'solution problem', 'problem']",1,1,1,0,0,0,0.1578947368421052,0.0
101224,"He presents information in a clear, concise manner,",0,present information clear concise manner,"['present', 'present information', 'present information clear', 'present information clear concise', 'present information clear concise manner', 'information', 'information clear', 'information clear concise', 'information clear concise manner', 'clear', 'clear concise', 'clear concise manner', 'concise', 'concise manner', 'manner']",0,0,1,0,0,0,0.08,0.0
66278,Her mannerism.,0,manner,['manner'],0,0,1,0,0,0,0.1818181818181818,0.0
63663,Nice bedside,0,nice bedside,"['nice', 'nice bedside', 'bedside']",1,0,0,0,0,0,0.1538461538461538,0.0
101086,"He has a fabulous bedside manner, really listens to his patients, and takes them seriously.",0,fabulous bedside manner listen patient take seriously,"['fabulous', 'fabulous bedside', 'fabulous bedside manner', 'fabulous bedside manner listen', 'fabulous bedside manner listen patient', 'fabulous bedside manner listen patient take', 'fabulous bedside manner listen patient take seriously', 'bedside', 'bedside manner', 'bedside manner listen', 'bedside manner listen patient', 'bedside manner listen patient take', 'bedside manner listen patient take seriously', 'manner', 'manner listen', 'manner listen patient', 'manner listen patient take', 'manner listen patient take seriously', 'listen', 'listen patient', 'listen patient take', 'listen patient take seriously', 'patient', 'patient take', 'patient take seriously', 'take', 'take seriously', 'seriously']",1,1,1,0,0,0,0.1578947368421052,0.0
150621,I finally went in for a breast aug this past October and in addition to Dr Agullos exceptional work he had excellent bedside manner,0,finally go breast august addition exceptional work excellent bedside manner,"['finally', 'finally go', 'finally go breast', 'finally go breast august', 'finally go breast august addition', 'finally go breast august addition exceptional', 'finally go breast august addition exceptional work', 'finally go breast august addition exceptional work excellent', 'finally go breast august addition exceptional work excellent bedside', 'finally go breast august addition exceptional work excellent bedside manner', 'go', 'go breast', 'go breast august', 'go breast august addition', 'go breast august addition exceptional', 'go breast august addition exceptional work', 'go breast august addition exceptional work excellent', 'go breast august addition exceptional work excellent bedside', 'go breast august addition exceptional work excellent bedside manner', 'breast', 'breast august', 'breast august addition', 'breast august addition exceptional', 'breast august addition exceptional work', 'breast august addition exceptional work excellent', 'breast august addition exceptional work excellent bedside', 'breast august addition exceptional work excellent bedside manner', 'august', 'august addition', 'august addition exceptional', 'august addition exceptional work', 'august addition exceptional work excellent', 'august addition exceptional work excellent bedside', 'august addition exceptional work excellent bedside manner', 'addition', 'addition exceptional', 'addition exceptional work', 'addition exceptional work excellent', 'addition exceptional work excellent bedside', 'addition exceptional work excellent bedside manner', 'exceptional', 'exceptional work', 'exceptional work excellent', 'exceptional work excellent bedside', 'exceptional work excellent bedside manner', 'work', 'work excellent', 'work excellent bedside', 'work excellent bedside manner', 'excellent', 'excellent bedside', 'excellent bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.0923076923076923,0.0
126192,Terrific bedside manner and all calls made to his office were returned promptly.,0,terrific bedside manner call office return promptly,"['terrific', 'terrific bedside', 'terrific bedside manner', 'terrific bedside manner call', 'terrific bedside manner call office', 'terrific bedside manner call office return', 'terrific bedside manner call office return promptly', 'bedside', 'bedside manner', 'bedside manner call', 'bedside manner call office', 'bedside manner call office return', 'bedside manner call office return promptly', 'manner', 'manner call', 'manner call office', 'manner call office return', 'manner call office return promptly', 'call', 'call office', 'call office return', 'call office return promptly', 'office', 'office return', 'office return promptly', 'return', 'return promptly', 'promptly']",1,1,1,0,0,0,0.1578947368421052,0.0
111448,Office staff very helpful with all paperwork and completed all paperwork on a timely manner 24 hours or less.,0,office staff helpful paperwork complete paperwork timely manner,"['office', 'office staff', 'office staff helpful', 'office staff helpful paperwork', 'office staff helpful paperwork complete', 'office staff helpful paperwork complete paperwork', 'office staff helpful paperwork complete paperwork timely', 'office staff helpful paperwork complete paperwork timely manner', 'staff', 'staff helpful', 'staff helpful paperwork', 'staff helpful paperwork complete', 'staff helpful paperwork complete paperwork', 'staff helpful paperwork complete paperwork timely', 'staff helpful paperwork complete paperwork timely manner', 'helpful', 'helpful paperwork', 'helpful paperwork complete', 'helpful paperwork complete paperwork', 'helpful paperwork complete paperwork timely', 'helpful paperwork complete paperwork timely manner', 'paperwork', 'paperwork complete', 'paperwork complete paperwork', 'paperwork complete paperwork timely', 'paperwork complete paperwork timely manner', 'complete', 'complete paperwork', 'complete paperwork timely', 'complete paperwork timely manner', 'paperwork', 'paperwork timely', 'paperwork timely manner', 'timely', 'timely manner', 'manner']",0,0,1,0,0,0,0.0434782608695652,0.0
135437,She explained everything in a detailed manner.,0,explain detail manner,"['explain', 'explain detail', 'explain detail manner', 'detail', 'detail manner', 'manner']",0,0,1,0,0,0,0.125,0.0
169643,Her bedside manners are unacceptable.,1,bedside manner unacceptable,"['bedside', 'bedside manner', 'bedside manner unacceptable', 'manner', 'manner unacceptable', 'unacceptable']",1,1,1,0,0,0,0.375,0.0
106006,he explains what is going on with your feet in an understandable manner.,0,explain go foot apprehensible manner,"['explain', 'explain go', 'explain go foot', 'explain go foot apprehensible', 'explain go foot apprehensible manner', 'go', 'go foot', 'go foot apprehensible', 'go foot apprehensible manner', 'foot', 'foot apprehensible', 'foot apprehensible manner', 'apprehensible', 'apprehensible manner', 'manner']",0,0,1,0,0,0,0.08,0.0
110159,The damage done Cannot be totally repaired and I will have to live with it.His manner is worse if that is possible.,1,damage not wholly repair live manner bad possible,"['damage', 'damage not', 'damage not wholly', 'damage not wholly repair', 'damage not wholly repair live', 'damage not wholly repair live manner', 'damage not wholly repair live manner bad', 'damage not wholly repair live manner bad possible', 'not', 'not wholly', 'not wholly repair', 'not wholly repair live', 'not wholly repair live manner', 'not wholly repair live manner bad', 'not wholly repair live manner bad possible', 'wholly', 'wholly repair', 'wholly repair live', 'wholly repair live manner', 'wholly repair live manner bad', 'wholly repair live manner bad possible', 'repair', 'repair live', 'repair live manner', 'repair live manner bad', 'repair live manner bad possible', 'live', 'live manner', 'live manner bad', 'live manner bad possible', 'manner', 'manner bad', 'manner bad possible', 'bad', 'bad possible', 'possible']",0,0,1,0,0,0,0.0434782608695652,0.0
