commentId,comment,classification,comment_processed,word_phrase_list,deal,deal staff,staff,similarity_score
130450,I highly recommend Dr. HIlinski and his office staff.,0,highly recommend office staff,"['highly', 'highly recommend', 'highly recommend office', 'highly recommend office staff', 'recommend', 'recommend office', 'recommend office staff', 'office', 'office staff', 'staff']",0,0,1,0.5
68818,the staff is understanding and compassionate about your difficulties and needs.,0,staff understanding compassionate difficulty need,"['staff', 'staff understanding', 'staff understanding compassionate', 'staff understanding compassionate difficulty', 'staff understanding compassionate difficulty need', 'understanding', 'understanding compassionate', 'understanding compassionate difficulty', 'understanding compassionate difficulty need', 'compassionate', 'compassionate difficulty', 'compassionate difficulty need', 'difficulty', 'difficulty need', 'need']",0,0,1,0.5
181677,"They offer some good deals from time to time, 10% off Botox if you book during a certain time, etc.",0,offer good deal time time book certain time etc,"['offer', 'offer good', 'offer good deal', 'offer good deal time', 'offer good deal time time', 'offer good deal time time book', 'offer good deal time time book certain', 'offer good deal time time book certain time', 'offer good deal time time book certain time etc', 'good', 'good deal', 'good deal time', 'good deal time time', 'good deal time time book', 'good deal time time book certain', 'good deal time time book certain time', 'good deal time time book certain time etc', 'deal', 'deal time', 'deal time time', 'deal time time book', 'deal time time book certain', 'deal time time book certain time', 'deal time time book certain time etc', 'time', 'time time', 'time time book', 'time time book certain', 'time time book certain time', 'time time book certain time etc', 'time', 'time book', 'time book certain', 'time book certain time', 'time book certain time etc', 'book', 'book certain', 'book certain time', 'book certain time etc', 'certain', 'certain time', 'certain time etc', 'time', 'time etc', 'etc']",1,0,0,0.5
91622,Horrible service and experience from the provider and staff!,1,atrocious service experience provider staff,"['atrocious', 'atrocious service', 'atrocious service experience', 'atrocious service experience provider', 'atrocious service experience provider staff', 'service', 'service experience', 'service experience provider', 'service experience provider staff', 'experience', 'experience provider', 'experience provider staff', 'provider', 'provider staff', 'staff']",0,0,1,0.5
184186,"To make matters worse, the staff did not call to confirm or remind me of appointments after receiving payment,",1,matter bad staff confirm remind appointment receive payment,"['matter', 'matter bad', 'matter bad staff', 'matter bad staff confirm', 'matter bad staff confirm remind', 'matter bad staff confirm remind appointment', 'matter bad staff confirm remind appointment receive', 'matter bad staff confirm remind appointment receive payment', 'bad', 'bad staff', 'bad staff confirm', 'bad staff confirm remind', 'bad staff confirm remind appointment', 'bad staff confirm remind appointment receive', 'bad staff confirm remind appointment receive payment', 'staff', 'staff confirm', 'staff confirm remind', 'staff confirm remind appointment', 'staff confirm remind appointment receive', 'staff confirm remind appointment receive payment', 'confirm', 'confirm remind', 'confirm remind appointment', 'confirm remind appointment receive', 'confirm remind appointment receive payment', 'remind', 'remind appointment', 'remind appointment receive', 'remind appointment receive payment', 'appointment', 'appointment receive', 'appointment receive payment', 'receive', 'receive payment', 'payment']",0,0,1,0.5
146970,Even though I've seen reviews stating that the staff are unprofessional and rude.,1,ve see review state staff professional rude,"['ve', 've see', 've see review', 've see review state', 've see review state staff', 've see review state staff professional', 've see review state staff professional rude', 'see', 'see review', 'see review state', 'see review state staff', 'see review state staff professional', 'see review state staff professional rude', 'review', 'review state', 'review state staff', 'review state staff professional', 'review state staff professional rude', 'state', 'state staff', 'state staff professional', 'state staff professional rude', 'staff', 'staff professional', 'staff professional rude', 'professional', 'professional rude', 'rude']",0,0,1,0.5
92130,Her office staff and nurses are rude,1,office staff nurse rude,"['office', 'office staff', 'office staff nurse', 'office staff nurse rude', 'staff', 'staff nurse', 'staff nurse rude', 'nurse', 'nurse rude', 'rude']",0,0,1,0.5
124668,"During my follow up appointments, his staff is always caring and professional.",0,follow appointment staff dare professional,"['follow', 'follow appointment', 'follow appointment staff', 'follow appointment staff dare', 'follow appointment staff dare professional', 'appointment', 'appointment staff', 'appointment staff dare', 'appointment staff dare professional', 'staff', 'staff dare', 'staff dare professional', 'dare', 'dare professional', 'professional']",0,0,1,0.5
78774,The staff was kind and made me an appointment the same day I called by fitting me in.,0,staff kind appointment call fit,"['staff', 'staff kind', 'staff kind appointment', 'staff kind appointment call', 'staff kind appointment call fit', 'kind', 'kind appointment', 'kind appointment call', 'kind appointment call fit', 'appointment', 'appointment call', 'appointment call fit', 'call', 'call fit', 'fit']",0,0,1,0.5
132994,Dr. Pontell and his staff were patient and kind to my son during his hair transplant procedure.,0,staff patient kind son hair transplant procedure,"['staff', 'staff patient', 'staff patient kind', 'staff patient kind son', 'staff patient kind son hair', 'staff patient kind son hair transplant', 'staff patient kind son hair transplant procedure', 'patient', 'patient kind', 'patient kind son', 'patient kind son hair', 'patient kind son hair transplant', 'patient kind son hair transplant procedure', 'kind', 'kind son', 'kind son hair', 'kind son hair transplant', 'kind son hair transplant procedure', 'son', 'son hair', 'son hair transplant', 'son hair transplant procedure', 'hair', 'hair transplant', 'hair transplant procedure', 'transplant', 'transplant procedure', 'procedure']",0,0,1,0.5
81727,"I am a medical professional and the staff are consistently professional and highly skilled- and the staff cheerful, helpful",0,medical professional staff systematically professional highly skilled staff cheerful helpful,"['medical', 'medical professional', 'medical professional staff', 'medical professional staff systematically', 'medical professional staff systematically professional', 'medical professional staff systematically professional highly', 'medical professional staff systematically professional highly skilled', 'medical professional staff systematically professional highly skilled staff', 'medical professional staff systematically professional highly skilled staff cheerful', 'medical professional staff systematically professional highly skilled staff cheerful helpful', 'professional', 'professional staff', 'professional staff systematically', 'professional staff systematically professional', 'professional staff systematically professional highly', 'professional staff systematically professional highly skilled', 'professional staff systematically professional highly skilled staff', 'professional staff systematically professional highly skilled staff cheerful', 'professional staff systematically professional highly skilled staff cheerful helpful', 'staff', 'staff systematically', 'staff systematically professional', 'staff systematically professional highly', 'staff systematically professional highly skilled', 'staff systematically professional highly skilled staff', 'staff systematically professional highly skilled staff cheerful', 'staff systematically professional highly skilled staff cheerful helpful', 'systematically', 'systematically professional', 'systematically professional highly', 'systematically professional highly skilled', 'systematically professional highly skilled staff', 'systematically professional highly skilled staff cheerful', 'systematically professional highly skilled staff cheerful helpful', 'professional', 'professional highly', 'professional highly skilled', 'professional highly skilled staff', 'professional highly skilled staff cheerful', 'professional highly skilled staff cheerful helpful', 'highly', 'highly skilled', 'highly skilled staff', 'highly skilled staff cheerful', 'highly skilled staff cheerful helpful', 'skilled', 'skilled staff', 'skilled staff cheerful', 'skilled staff cheerful helpful', 'staff', 'staff cheerful', 'staff cheerful helpful', 'cheerful', 'cheerful helpful', 'helpful']",0,0,1,0.5
141902,"His staff and himself answered questions I had, and most importantly explained the options available to me,",0,staff answer question importantly explain option available,"['staff', 'staff answer', 'staff answer question', 'staff answer question importantly', 'staff answer question importantly explain', 'staff answer question importantly explain option', 'staff answer question importantly explain option available', 'answer', 'answer question', 'answer question importantly', 'answer question importantly explain', 'answer question importantly explain option', 'answer question importantly explain option available', 'question', 'question importantly', 'question importantly explain', 'question importantly explain option', 'question importantly explain option available', 'importantly', 'importantly explain', 'importantly explain option', 'importantly explain option available', 'explain', 'explain option', 'explain option available', 'option', 'option available', 'available']",0,0,1,0.5
66984,Extremely kind and helpful staff.,0,extremely kind helpful staff,"['extremely', 'extremely kind', 'extremely kind helpful', 'extremely kind helpful staff', 'kind', 'kind helpful', 'kind helpful staff', 'helpful', 'helpful staff', 'staff']",0,0,1,0.5
128920,"The staff are friendly, hard working, and do everything in their power to make sure your questions or concerns are met to your satisfaction.",0,staff friendly hard work power sure question concern meet satisfaction,"['staff', 'staff friendly', 'staff friendly hard', 'staff friendly hard work', 'staff friendly hard work power', 'staff friendly hard work power sure', 'staff friendly hard work power sure question', 'staff friendly hard work power sure question concern', 'staff friendly hard work power sure question concern meet', 'staff friendly hard work power sure question concern meet satisfaction', 'friendly', 'friendly hard', 'friendly hard work', 'friendly hard work power', 'friendly hard work power sure', 'friendly hard work power sure question', 'friendly hard work power sure question concern', 'friendly hard work power sure question concern meet', 'friendly hard work power sure question concern meet satisfaction', 'hard', 'hard work', 'hard work power', 'hard work power sure', 'hard work power sure question', 'hard work power sure question concern', 'hard work power sure question concern meet', 'hard work power sure question concern meet satisfaction', 'work', 'work power', 'work power sure', 'work power sure question', 'work power sure question concern', 'work power sure question concern meet', 'work power sure question concern meet satisfaction', 'power', 'power sure', 'power sure question', 'power sure question concern', 'power sure question concern meet', 'power sure question concern meet satisfaction', 'sure', 'sure question', 'sure question concern', 'sure question concern meet', 'sure question concern meet satisfaction', 'question', 'question concern', 'question concern meet', 'question concern meet satisfaction', 'concern', 'concern meet', 'concern meet satisfaction', 'meet', 'meet satisfaction', 'satisfaction']",0,0,1,0.5
121961,She and her staff kept on enticing my sister into one cosmetic treatment after another unnecessary cosmetic treatment.,1,staff keep enter sister cosmetic treatment unnecessary cosmetic treatment,"['staff', 'staff keep', 'staff keep enter', 'staff keep enter sister', 'staff keep enter sister cosmetic', 'staff keep enter sister cosmetic treatment', 'staff keep enter sister cosmetic treatment unnecessary', 'staff keep enter sister cosmetic treatment unnecessary cosmetic', 'staff keep enter sister cosmetic treatment unnecessary cosmetic treatment', 'keep', 'keep enter', 'keep enter sister', 'keep enter sister cosmetic', 'keep enter sister cosmetic treatment', 'keep enter sister cosmetic treatment unnecessary', 'keep enter sister cosmetic treatment unnecessary cosmetic', 'keep enter sister cosmetic treatment unnecessary cosmetic treatment', 'enter', 'enter sister', 'enter sister cosmetic', 'enter sister cosmetic treatment', 'enter sister cosmetic treatment unnecessary', 'enter sister cosmetic treatment unnecessary cosmetic', 'enter sister cosmetic treatment unnecessary cosmetic treatment', 'sister', 'sister cosmetic', 'sister cosmetic treatment', 'sister cosmetic treatment unnecessary', 'sister cosmetic treatment unnecessary cosmetic', 'sister cosmetic treatment unnecessary cosmetic treatment', 'cosmetic', 'cosmetic treatment', 'cosmetic treatment unnecessary', 'cosmetic treatment unnecessary cosmetic', 'cosmetic treatment unnecessary cosmetic treatment', 'treatment', 'treatment unnecessary', 'treatment unnecessary cosmetic', 'treatment unnecessary cosmetic treatment', 'unnecessary', 'unnecessary cosmetic', 'unnecessary cosmetic treatment', 'cosmetic', 'cosmetic treatment', 'treatment']",0,0,1,0.5
130944,I personally don't need to deal with the nonsense.,1,personally need deal nonsense,"['personally', 'personally need', 'personally need deal', 'personally need deal nonsense', 'need', 'need deal', 'need deal nonsense', 'deal', 'deal nonsense', 'nonsense']",1,0,0,0.5
144920,The supervisor blocked all of my words and stated her staff never said that and she couldn?t do anything.,1,supervisor block word state staff say,"['supervisor', 'supervisor block', 'supervisor block word', 'supervisor block word state', 'supervisor block word state staff', 'supervisor block word state staff say', 'block', 'block word', 'block word state', 'block word state staff', 'block word state staff say', 'word', 'word state', 'word state staff', 'word state staff say', 'state', 'state staff', 'state staff say', 'staff', 'staff say', 'say']",0,0,1,0.5
181066,"Everyone I met promptly assisted me at time of intake, from staff at front",0,meet promptly assist time intake staff,"['meet', 'meet promptly', 'meet promptly assist', 'meet promptly assist time', 'meet promptly assist time intake', 'meet promptly assist time intake staff', 'promptly', 'promptly assist', 'promptly assist time', 'promptly assist time intake', 'promptly assist time intake staff', 'assist', 'assist time', 'assist time intake', 'assist time intake staff', 'time', 'time intake', 'time intake staff', 'intake', 'intake staff', 'staff']",0,0,1,0.5
166177,Dr. Parker and his staff are so pleasant and friendly.,0,staff pleasant friendly,"['staff', 'staff pleasant', 'staff pleasant friendly', 'pleasant', 'pleasant friendly', 'friendly']",0,0,1,0.5
122588,"I concur with all the other five star reviews that Dr. Aston and his staff are highly professional, kind, and caring.",0,concur star review staff highly professional kind dare,"['concur', 'concur star', 'concur star review', 'concur star review staff', 'concur star review staff highly', 'concur star review staff highly professional', 'concur star review staff highly professional kind', 'concur star review staff highly professional kind dare', 'star', 'star review', 'star review staff', 'star review staff highly', 'star review staff highly professional', 'star review staff highly professional kind', 'star review staff highly professional kind dare', 'review', 'review staff', 'review staff highly', 'review staff highly professional', 'review staff highly professional kind', 'review staff highly professional kind dare', 'staff', 'staff highly', 'staff highly professional', 'staff highly professional kind', 'staff highly professional kind dare', 'highly', 'highly professional', 'highly professional kind', 'highly professional kind dare', 'professional', 'professional kind', 'professional kind dare', 'kind', 'kind dare', 'dare']",0,0,1,0.5
170594,"I wouldn't come to this clinic based on the poor, condescending attitude of the staff member whom I just spoke to over the phone.",1,come clinic base poor condescend attitude staff member speak phone,"['come', 'come clinic', 'come clinic base', 'come clinic base poor', 'come clinic base poor condescend', 'come clinic base poor condescend attitude', 'come clinic base poor condescend attitude staff', 'come clinic base poor condescend attitude staff member', 'come clinic base poor condescend attitude staff member speak', 'come clinic base poor condescend attitude staff member speak phone', 'clinic', 'clinic base', 'clinic base poor', 'clinic base poor condescend', 'clinic base poor condescend attitude', 'clinic base poor condescend attitude staff', 'clinic base poor condescend attitude staff member', 'clinic base poor condescend attitude staff member speak', 'clinic base poor condescend attitude staff member speak phone', 'base', 'base poor', 'base poor condescend', 'base poor condescend attitude', 'base poor condescend attitude staff', 'base poor condescend attitude staff member', 'base poor condescend attitude staff member speak', 'base poor condescend attitude staff member speak phone', 'poor', 'poor condescend', 'poor condescend attitude', 'poor condescend attitude staff', 'poor condescend attitude staff member', 'poor condescend attitude staff member speak', 'poor condescend attitude staff member speak phone', 'condescend', 'condescend attitude', 'condescend attitude staff', 'condescend attitude staff member', 'condescend attitude staff member speak', 'condescend attitude staff member speak phone', 'attitude', 'attitude staff', 'attitude staff member', 'attitude staff member speak', 'attitude staff member speak phone', 'staff', 'staff member', 'staff member speak', 'staff member speak phone', 'member', 'member speak', 'member speak phone', 'speak', 'speak phone', 'phone']",0,0,1,0.5
120099,I have been stressed out this whole process and I have paid a great deal out of my pocket to be feeling like this.,1,stress process pay great deal pocket feel like,"['stress', 'stress process', 'stress process pay', 'stress process pay great', 'stress process pay great deal', 'stress process pay great deal pocket', 'stress process pay great deal pocket feel', 'stress process pay great deal pocket feel like', 'process', 'process pay', 'process pay great', 'process pay great deal', 'process pay great deal pocket', 'process pay great deal pocket feel', 'process pay great deal pocket feel like', 'pay', 'pay great', 'pay great deal', 'pay great deal pocket', 'pay great deal pocket feel', 'pay great deal pocket feel like', 'great', 'great deal', 'great deal pocket', 'great deal pocket feel', 'great deal pocket feel like', 'deal', 'deal pocket', 'deal pocket feel', 'deal pocket feel like', 'pocket', 'pocket feel', 'pocket feel like', 'feel', 'feel like', 'like']",1,0,0,0.5
89080,"The office staff doesn't listen, rarely returns phone calls",1,office staff listen rarely return phone call,"['office', 'office staff', 'office staff listen', 'office staff listen rarely', 'office staff listen rarely return', 'office staff listen rarely return phone', 'office staff listen rarely return phone call', 'staff', 'staff listen', 'staff listen rarely', 'staff listen rarely return', 'staff listen rarely return phone', 'staff listen rarely return phone call', 'listen', 'listen rarely', 'listen rarely return', 'listen rarely return phone', 'listen rarely return phone call', 'rarely', 'rarely return', 'rarely return phone', 'rarely return phone call', 'return', 'return phone', 'return phone call', 'phone', 'phone call', 'call']",0,0,1,0.5
188578,"and only deal with the front costumer service telling me that it has nothing to do with them, and that is between me and Jessica.",1,deal costume service tell,"['deal', 'deal costume', 'deal costume service', 'deal costume service tell', 'costume', 'costume service', 'costume service tell', 'service', 'service tell', 'tell']",1,0,0,0.5
97721,Way to go PA Joey and Staff you rock!,0,way pa staff rock,"['way', 'way pa', 'way pa staff', 'way pa staff rock', 'pa', 'pa staff', 'pa staff rock', 'staff', 'staff rock', 'rock']",0,0,1,0.5
99791,The staff has been wonderful!,0,staff fantastic,"['staff', 'staff fantastic', 'fantastic']",0,0,1,0.5
96545,Really great office staff,0,great office staff,"['great', 'great office', 'great office staff', 'office', 'office staff', 'staff']",0,0,1,0.5
133806,"The staff and Dr Robinson were attentive, helpful and so friendly, offering new services but never pushy.",0,staff attentive helpful friendly offer new service push,"['staff', 'staff attentive', 'staff attentive helpful', 'staff attentive helpful friendly', 'staff attentive helpful friendly offer', 'staff attentive helpful friendly offer new', 'staff attentive helpful friendly offer new service', 'staff attentive helpful friendly offer new service push', 'attentive', 'attentive helpful', 'attentive helpful friendly', 'attentive helpful friendly offer', 'attentive helpful friendly offer new', 'attentive helpful friendly offer new service', 'attentive helpful friendly offer new service push', 'helpful', 'helpful friendly', 'helpful friendly offer', 'helpful friendly offer new', 'helpful friendly offer new service', 'helpful friendly offer new service push', 'friendly', 'friendly offer', 'friendly offer new', 'friendly offer new service', 'friendly offer new service push', 'offer', 'offer new', 'offer new service', 'offer new service push', 'new', 'new service', 'new service push', 'service', 'service push', 'push']",0,0,1,0.5
160044,Please train your staff on customer service!,1,train staff customer service,"['train', 'train staff', 'train staff customer', 'train staff customer service', 'staff', 'staff customer', 'staff customer service', 'customer', 'customer service', 'service']",0,0,1,0.5
70425,"Very friendly staff, nurse was concerned about blood pressure and retook just to verify was correct.",0,friendly staff nurse concerned blood pressure betook verify correct,"['friendly', 'friendly staff', 'friendly staff nurse', 'friendly staff nurse concerned', 'friendly staff nurse concerned blood', 'friendly staff nurse concerned blood pressure', 'friendly staff nurse concerned blood pressure betook', 'friendly staff nurse concerned blood pressure betook verify', 'friendly staff nurse concerned blood pressure betook verify correct', 'staff', 'staff nurse', 'staff nurse concerned', 'staff nurse concerned blood', 'staff nurse concerned blood pressure', 'staff nurse concerned blood pressure betook', 'staff nurse concerned blood pressure betook verify', 'staff nurse concerned blood pressure betook verify correct', 'nurse', 'nurse concerned', 'nurse concerned blood', 'nurse concerned blood pressure', 'nurse concerned blood pressure betook', 'nurse concerned blood pressure betook verify', 'nurse concerned blood pressure betook verify correct', 'concerned', 'concerned blood', 'concerned blood pressure', 'concerned blood pressure betook', 'concerned blood pressure betook verify', 'concerned blood pressure betook verify correct', 'blood', 'blood pressure', 'blood pressure betook', 'blood pressure betook verify', 'blood pressure betook verify correct', 'pressure', 'pressure betook', 'pressure betook verify', 'pressure betook verify correct', 'betook', 'betook verify', 'betook verify correct', 'verify', 'verify correct', 'correct']",0,0,1,0.5
142429,"Thank you to staff and nurses My keliods are finally gone bearly noticeable,.",0,thank staff nurse period finally go early noticeable,"['thank', 'thank staff', 'thank staff nurse', 'thank staff nurse period', 'thank staff nurse period finally', 'thank staff nurse period finally go', 'thank staff nurse period finally go early', 'thank staff nurse period finally go early noticeable', 'staff', 'staff nurse', 'staff nurse period', 'staff nurse period finally', 'staff nurse period finally go', 'staff nurse period finally go early', 'staff nurse period finally go early noticeable', 'nurse', 'nurse period', 'nurse period finally', 'nurse period finally go', 'nurse period finally go early', 'nurse period finally go early noticeable', 'period', 'period finally', 'period finally go', 'period finally go early', 'period finally go early noticeable', 'finally', 'finally go', 'finally go early', 'finally go early noticeable', 'go', 'go early', 'go early noticeable', 'early', 'early noticeable', 'noticeable']",0,0,1,0.5
83216,Dr. Mendieta should be more careful choosing his office staff,1,careful choose office staff,"['careful', 'careful choose', 'careful choose office', 'careful choose office staff', 'choose', 'choose office', 'choose office staff', 'office', 'office staff', 'staff']",0,0,1,0.5
138176,"I look better, I feel better and the staff made me feel like family, Valery was my consultant and she was very thorough.",0,look good feel good staff feel like family adviser thorough,"['look', 'look good', 'look good feel', 'look good feel good', 'look good feel good staff', 'look good feel good staff feel', 'look good feel good staff feel like', 'look good feel good staff feel like family', 'look good feel good staff feel like family adviser', 'look good feel good staff feel like family adviser thorough', 'good', 'good feel', 'good feel good', 'good feel good staff', 'good feel good staff feel', 'good feel good staff feel like', 'good feel good staff feel like family', 'good feel good staff feel like family adviser', 'good feel good staff feel like family adviser thorough', 'feel', 'feel good', 'feel good staff', 'feel good staff feel', 'feel good staff feel like', 'feel good staff feel like family', 'feel good staff feel like family adviser', 'feel good staff feel like family adviser thorough', 'good', 'good staff', 'good staff feel', 'good staff feel like', 'good staff feel like family', 'good staff feel like family adviser', 'good staff feel like family adviser thorough', 'staff', 'staff feel', 'staff feel like', 'staff feel like family', 'staff feel like family adviser', 'staff feel like family adviser thorough', 'feel', 'feel like', 'feel like family', 'feel like family adviser', 'feel like family adviser thorough', 'like', 'like family', 'like family adviser', 'like family adviser thorough', 'family', 'family adviser', 'family adviser thorough', 'adviser', 'adviser thorough', 'thorough']",0,0,1,0.5
141455,"Each staff member that i met was extremely kind, caring, and professional.",0,staff member meet extremely kind dare professional,"['staff', 'staff member', 'staff member meet', 'staff member meet extremely', 'staff member meet extremely kind', 'staff member meet extremely kind dare', 'staff member meet extremely kind dare professional', 'member', 'member meet', 'member meet extremely', 'member meet extremely kind', 'member meet extremely kind dare', 'member meet extremely kind dare professional', 'meet', 'meet extremely', 'meet extremely kind', 'meet extremely kind dare', 'meet extremely kind dare professional', 'extremely', 'extremely kind', 'extremely kind dare', 'extremely kind dare professional', 'kind', 'kind dare', 'kind dare professional', 'dare', 'dare professional', 'professional']",0,0,1,0.5
190711,"but also the reception desk staff (Diep makes me ‘belly laugh' every time I see her!), nurses and the anesthesiologist.",0,reception desk staff deep make belly laugh time nurse anesthesiologist,"['reception', 'reception desk', 'reception desk staff', 'reception desk staff deep', 'reception desk staff deep make', 'reception desk staff deep make belly', 'reception desk staff deep make belly laugh', 'reception desk staff deep make belly laugh time', 'reception desk staff deep make belly laugh time nurse', 'reception desk staff deep make belly laugh time nurse anesthesiologist', 'desk', 'desk staff', 'desk staff deep', 'desk staff deep make', 'desk staff deep make belly', 'desk staff deep make belly laugh', 'desk staff deep make belly laugh time', 'desk staff deep make belly laugh time nurse', 'desk staff deep make belly laugh time nurse anesthesiologist', 'staff', 'staff deep', 'staff deep make', 'staff deep make belly', 'staff deep make belly laugh', 'staff deep make belly laugh time', 'staff deep make belly laugh time nurse', 'staff deep make belly laugh time nurse anesthesiologist', 'deep', 'deep make', 'deep make belly', 'deep make belly laugh', 'deep make belly laugh time', 'deep make belly laugh time nurse', 'deep make belly laugh time nurse anesthesiologist', 'make', 'make belly', 'make belly laugh', 'make belly laugh time', 'make belly laugh time nurse', 'make belly laugh time nurse anesthesiologist', 'belly', 'belly laugh', 'belly laugh time', 'belly laugh time nurse', 'belly laugh time nurse anesthesiologist', 'laugh', 'laugh time', 'laugh time nurse', 'laugh time nurse anesthesiologist', 'time', 'time nurse', 'time nurse anesthesiologist', 'nurse', 'nurse anesthesiologist', 'anesthesiologist']",0,0,1,0.5
175993,"And I'm sure it hasn't been easy but she along with her staff, have done just that!",0,m sure easy staff,"['m', 'm sure', 'm sure easy', 'm sure easy staff', 'sure', 'sure easy', 'sure easy staff', 'easy', 'easy staff', 'staff']",0,0,1,0.5
104444,she's also been my advocate and saved me countless minutes dealing with insurance and very funny.,0,s advocate save countless minute deal insurance funny,"['s', 's advocate', 's advocate save', 's advocate save countless', 's advocate save countless minute', 's advocate save countless minute deal', 's advocate save countless minute deal insurance', 's advocate save countless minute deal insurance funny', 'advocate', 'advocate save', 'advocate save countless', 'advocate save countless minute', 'advocate save countless minute deal', 'advocate save countless minute deal insurance', 'advocate save countless minute deal insurance funny', 'save', 'save countless', 'save countless minute', 'save countless minute deal', 'save countless minute deal insurance', 'save countless minute deal insurance funny', 'countless', 'countless minute', 'countless minute deal', 'countless minute deal insurance', 'countless minute deal insurance funny', 'minute', 'minute deal', 'minute deal insurance', 'minute deal insurance funny', 'deal', 'deal insurance', 'deal insurance funny', 'insurance', 'insurance funny', 'funny']",1,0,0,0.5
119817,"Rude doctor, disorganized staff.",1,rude doctor disorganize staff,"['rude', 'rude doctor', 'rude doctor disorganize', 'rude doctor disorganize staff', 'doctor', 'doctor disorganize', 'doctor disorganize staff', 'disorganize', 'disorganize staff', 'staff']",0,0,1,0.5
134982,"Everything went very well , from thee appointment setting with gabby to all the office staff.",0,go thee appointment set taxidriver office staff,"['go', 'go thee', 'go thee appointment', 'go thee appointment set', 'go thee appointment set taxidriver', 'go thee appointment set taxidriver office', 'go thee appointment set taxidriver office staff', 'thee', 'thee appointment', 'thee appointment set', 'thee appointment set taxidriver', 'thee appointment set taxidriver office', 'thee appointment set taxidriver office staff', 'appointment', 'appointment set', 'appointment set taxidriver', 'appointment set taxidriver office', 'appointment set taxidriver office staff', 'set', 'set taxidriver', 'set taxidriver office', 'set taxidriver office staff', 'taxidriver', 'taxidriver office', 'taxidriver office staff', 'office', 'office staff', 'staff']",0,0,1,0.5
72376,He knew I was more on the conservative side and he and his operating staff actually implanted a smaller implant during surgery.,0,know conservative operate staff actually implant small plant surgery,"['know', 'know conservative', 'know conservative operate', 'know conservative operate staff', 'know conservative operate staff actually', 'know conservative operate staff actually implant', 'know conservative operate staff actually implant small', 'know conservative operate staff actually implant small plant', 'know conservative operate staff actually implant small plant surgery', 'conservative', 'conservative operate', 'conservative operate staff', 'conservative operate staff actually', 'conservative operate staff actually implant', 'conservative operate staff actually implant small', 'conservative operate staff actually implant small plant', 'conservative operate staff actually implant small plant surgery', 'operate', 'operate staff', 'operate staff actually', 'operate staff actually implant', 'operate staff actually implant small', 'operate staff actually implant small plant', 'operate staff actually implant small plant surgery', 'staff', 'staff actually', 'staff actually implant', 'staff actually implant small', 'staff actually implant small plant', 'staff actually implant small plant surgery', 'actually', 'actually implant', 'actually implant small', 'actually implant small plant', 'actually implant small plant surgery', 'implant', 'implant small', 'implant small plant', 'implant small plant surgery', 'small', 'small plant', 'small plant surgery', 'plant', 'plant surgery', 'surgery']",0,0,1,0.5
162658,These guys are the real deal !,0,gun real deal,"['gun', 'gun real', 'gun real deal', 'real', 'real deal', 'deal']",1,0,0,0.5
121835,"Heather and her staff are awesome, very friendly and show lots of compassion.",0,heather staff amazing friendly lot compassion,"['heather', 'heather staff', 'heather staff amazing', 'heather staff amazing friendly', 'heather staff amazing friendly lot', 'heather staff amazing friendly lot compassion', 'staff', 'staff amazing', 'staff amazing friendly', 'staff amazing friendly lot', 'staff amazing friendly lot compassion', 'amazing', 'amazing friendly', 'amazing friendly lot', 'amazing friendly lot compassion', 'friendly', 'friendly lot', 'friendly lot compassion', 'lot', 'lot compassion', 'compassion']",0,0,1,0.5
167947,The office was immaculate before covid and now they take every precaution to keep patients and staff safe.,0,office immaculate precaution patient staff safe,"['office', 'office immaculate', 'office immaculate precaution', 'office immaculate precaution patient', 'office immaculate precaution patient staff', 'office immaculate precaution patient staff safe', 'immaculate', 'immaculate precaution', 'immaculate precaution patient', 'immaculate precaution patient staff', 'immaculate precaution patient staff safe', 'precaution', 'precaution patient', 'precaution patient staff', 'precaution patient staff safe', 'patient', 'patient staff', 'patient staff safe', 'staff', 'staff safe', 'safe']",0,0,1,0.5
116369,Dr. Walden and her staff apologized for the miscommunication and were very accommodating.,0,staff apologize miscommunication accommodation,"['staff', 'staff apologize', 'staff apologize miscommunication', 'staff apologize miscommunication accommodation', 'apologize', 'apologize miscommunication', 'apologize miscommunication accommodation', 'miscommunication', 'miscommunication accommodation', 'accommodation']",0,0,1,0.5
176411,"If you are still debating on if you should do it or not, look no further!",0,deal look,"['deal', 'deal look', 'look']",1,0,0,0.5
98798,Staff is always nice and happy when I call.,0,staff nice happy,"['staff', 'staff nice', 'staff nice happy', 'nice', 'nice happy', 'happy']",0,0,1,0.5
104426,General CommentsI had a excellent time with Dr. Shell and his staff .,0,general comment excellent time dr shell staff,"['general', 'general comment', 'general comment excellent', 'general comment excellent time', 'general comment excellent time dr', 'general comment excellent time dr shell', 'general comment excellent time dr shell staff', 'comment', 'comment excellent', 'comment excellent time', 'comment excellent time dr', 'comment excellent time dr shell', 'comment excellent time dr shell staff', 'excellent', 'excellent time', 'excellent time dr', 'excellent time dr shell', 'excellent time dr shell staff', 'time', 'time dr', 'time dr shell', 'time dr shell staff', 'dr', 'dr shell', 'dr shell staff', 'shell', 'shell staff', 'staff']",0,0,1,0.5
