commentId,comment,classification,comment_processed,word_phrase_list,different,rebelliously,rebelliously worth,worth,plant,similarity_score
143105,"Also an honest one, he could have operated (and charge accordingly) but chose to adopt a different method.",0,honest operate charge accordingly choose adopt different method,"['honest', 'honest operate', 'honest operate charge', 'honest operate charge accordingly', 'honest operate charge accordingly choose', 'honest operate charge accordingly choose adopt', 'honest operate charge accordingly choose adopt different', 'honest operate charge accordingly choose adopt different method', 'operate', 'operate charge', 'operate charge accordingly', 'operate charge accordingly choose', 'operate charge accordingly choose adopt', 'operate charge accordingly choose adopt different', 'operate charge accordingly choose adopt different method', 'charge', 'charge accordingly', 'charge accordingly choose', 'charge accordingly choose adopt', 'charge accordingly choose adopt different', 'charge accordingly choose adopt different method', 'accordingly', 'accordingly choose', 'accordingly choose adopt', 'accordingly choose adopt different', 'accordingly choose adopt different method', 'choose', 'choose adopt', 'choose adopt different', 'choose adopt different method', 'adopt', 'adopt different', 'adopt different method', 'different', 'different method', 'method']",1,0,0,0,0,0.12195121951219513
71348,"But with all the different medications they put you on, you may as well be a zombie.",1,different meditation combine,"['different', 'different meditation', 'different meditation combine', 'meditation', 'meditation combine', 'combine']",1,0,0,0,0,0.12195121951219513
130198,I called multiple places even med spas to find the best doctor for the best price and he is worth the money!,0,call multiple place master of education spa find good doctor good price worth money,"['call', 'call multiple', 'call multiple place', 'call multiple place master', 'call multiple place master of', 'call multiple place master of education', 'call multiple place master of education spa', 'call multiple place master of education spa find', 'call multiple place master of education spa find good', 'call multiple place master of education spa find good doctor', 'call multiple place master of education spa find good doctor good', 'call multiple place master of education spa find good doctor good price', 'call multiple place master of education spa find good doctor good price worth', 'call multiple place master of education spa find good doctor good price worth money', 'multiple', 'multiple place', 'multiple place master', 'multiple place master of', 'multiple place master of education', 'multiple place master of education spa', 'multiple place master of education spa find', 'multiple place master of education spa find good', 'multiple place master of education spa find good doctor', 'multiple place master of education spa find good doctor good', 'multiple place master of education spa find good doctor good price', 'multiple place master of education spa find good doctor good price worth', 'multiple place master of education spa find good doctor good price worth money', 'place', 'place master', 'place master of', 'place master of education', 'place master of education spa', 'place master of education spa find', 'place master of education spa find good', 'place master of education spa find good doctor', 'place master of education spa find good doctor good', 'place master of education spa find good doctor good price', 'place master of education spa find good doctor good price worth', 'place master of education spa find good doctor good price worth money', 'master', 'master of', 'master of education', 'master of education spa', 'master of education spa find', 'master of education spa find good', 'master of education spa find good doctor', 'master of education spa find good doctor good', 'master of education spa find good doctor good price', 'master of education spa find good doctor good price worth', 'master of education spa find good doctor good price worth money', 'of', 'of education', 'of education spa', 'of education spa find', 'of education spa find good', 'of education spa find good doctor', 'of education spa find good doctor good', 'of education spa find good doctor good price', 'of education spa find good doctor good price worth', 'of education spa find good doctor good price worth money', 'education', 'education spa', 'education spa find', 'education spa find good', 'education spa find good doctor', 'education spa find good doctor good', 'education spa find good doctor good price', 'education spa find good doctor good price worth', 'education spa find good doctor good price worth money', 'spa', 'spa find', 'spa find good', 'spa find good doctor', 'spa find good doctor good', 'spa find good doctor good price', 'spa find good doctor good price worth', 'spa find good doctor good price worth money', 'find', 'find good', 'find good doctor', 'find good doctor good', 'find good doctor good price', 'find good doctor good price worth', 'find good doctor good price worth money', 'good', 'good doctor', 'good doctor good', 'good doctor good price', 'good doctor good price worth', 'good doctor good price worth money', 'doctor', 'doctor good', 'doctor good price', 'doctor good price worth', 'doctor good price worth money', 'good', 'good price', 'good price worth', 'good price worth money', 'price', 'price worth', 'price worth money', 'worth', 'worth money', 'money']",0,0,0,1,0,0.12195121951219513
131060,also very accommodating about trying a different ultrasound when the belly one wasn't as easy to see.,0,accommodation try different ultrasound belly easy,"['accommodation', 'accommodation try', 'accommodation try different', 'accommodation try different ultrasound', 'accommodation try different ultrasound belly', 'accommodation try different ultrasound belly easy', 'try', 'try different', 'try different ultrasound', 'try different ultrasound belly', 'try different ultrasound belly easy', 'different', 'different ultrasound', 'different ultrasound belly', 'different ultrasound belly easy', 'ultrasound', 'ultrasound belly', 'ultrasound belly easy', 'belly', 'belly easy', 'easy']",1,0,0,0,0,0.12195121951219513
167850,"The extraction went well, after, I hardly had any pain, something that was also different than previous visits at other places..",0,extraction go hardly pain different previous visit place,"['extraction', 'extraction go', 'extraction go hardly', 'extraction go hardly pain', 'extraction go hardly pain different', 'extraction go hardly pain different previous', 'extraction go hardly pain different previous visit', 'extraction go hardly pain different previous visit place', 'go', 'go hardly', 'go hardly pain', 'go hardly pain different', 'go hardly pain different previous', 'go hardly pain different previous visit', 'go hardly pain different previous visit place', 'hardly', 'hardly pain', 'hardly pain different', 'hardly pain different previous', 'hardly pain different previous visit', 'hardly pain different previous visit place', 'pain', 'pain different', 'pain different previous', 'pain different previous visit', 'pain different previous visit place', 'different', 'different previous', 'different previous visit', 'different previous visit place', 'previous', 'previous visit', 'previous visit place', 'visit', 'visit place', 'place']",1,0,0,0,0,0.12195121951219513
162432,For a girl seeing a guy OBGYN was so different for me but not in a bad way.,0,girl see guy obey different bad way,"['girl', 'girl see', 'girl see guy', 'girl see guy obey', 'girl see guy obey different', 'girl see guy obey different bad', 'girl see guy obey different bad way', 'see', 'see guy', 'see guy obey', 'see guy obey different', 'see guy obey different bad', 'see guy obey different bad way', 'guy', 'guy obey', 'guy obey different', 'guy obey different bad', 'guy obey different bad way', 'obey', 'obey different', 'obey different bad', 'obey different bad way', 'different', 'different bad', 'different bad way', 'bad', 'bad way', 'way']",1,0,0,0,0,0.12195121951219513
100574,Dr Muntean did my dental implants and the procedure went very well.,0,dental plant procedure go,"['dental', 'dental plant', 'dental plant procedure', 'dental plant procedure go', 'plant', 'plant procedure', 'plant procedure go', 'procedure', 'procedure go', 'go']",0,0,0,0,1,0.12195121951219513
103130,I highly recommend breast implant center of Hawaii!!!.,0,highly recommend breast plant center hawaii,"['highly', 'highly recommend', 'highly recommend breast', 'highly recommend breast plant', 'highly recommend breast plant center', 'highly recommend breast plant center hawaii', 'recommend', 'recommend breast', 'recommend breast plant', 'recommend breast plant center', 'recommend breast plant center hawaii', 'breast', 'breast plant', 'breast plant center', 'breast plant center hawaii', 'plant', 'plant center', 'plant center hawaii', 'center', 'center hawaii', 'hawaii']",0,0,0,0,1,0.12195121951219513
160592,but it's worth acknowledging that Serafina tried very hard to make things right which is all that I can ask a business to do.,0,worth acknowledge serafina try hard thing right ask business,"['worth', 'worth acknowledge', 'worth acknowledge serafina', 'worth acknowledge serafina try', 'worth acknowledge serafina try hard', 'worth acknowledge serafina try hard thing', 'worth acknowledge serafina try hard thing right', 'worth acknowledge serafina try hard thing right ask', 'worth acknowledge serafina try hard thing right ask business', 'acknowledge', 'acknowledge serafina', 'acknowledge serafina try', 'acknowledge serafina try hard', 'acknowledge serafina try hard thing', 'acknowledge serafina try hard thing right', 'acknowledge serafina try hard thing right ask', 'acknowledge serafina try hard thing right ask business', 'serafina', 'serafina try', 'serafina try hard', 'serafina try hard thing', 'serafina try hard thing right', 'serafina try hard thing right ask', 'serafina try hard thing right ask business', 'try', 'try hard', 'try hard thing', 'try hard thing right', 'try hard thing right ask', 'try hard thing right ask business', 'hard', 'hard thing', 'hard thing right', 'hard thing right ask', 'hard thing right ask business', 'thing', 'thing right', 'thing right ask', 'thing right ask business', 'right', 'right ask', 'right ask business', 'ask', 'ask business', 'business']",0,0,0,1,0,0.12195121951219513
94364,"I would not trust any other plastic surgeon and am satisfied that the richer fees were well worth it, not just",0,trust plastic surgeon satisfy rich fee worth,"['trust', 'trust plastic', 'trust plastic surgeon', 'trust plastic surgeon satisfy', 'trust plastic surgeon satisfy rich', 'trust plastic surgeon satisfy rich fee', 'trust plastic surgeon satisfy rich fee worth', 'plastic', 'plastic surgeon', 'plastic surgeon satisfy', 'plastic surgeon satisfy rich', 'plastic surgeon satisfy rich fee', 'plastic surgeon satisfy rich fee worth', 'surgeon', 'surgeon satisfy', 'surgeon satisfy rich', 'surgeon satisfy rich fee', 'surgeon satisfy rich fee worth', 'satisfy', 'satisfy rich', 'satisfy rich fee', 'satisfy rich fee worth', 'rich', 'rich fee', 'rich fee worth', 'fee', 'fee worth', 'worth']",0,0,0,1,0,0.12195121951219513
168339,If you are thinking about getting Dental Implants I would say give Modern Dental Sarasota a try.,0,think get dental plant modern dental australian arowana try,"['think', 'think get', 'think get dental', 'think get dental plant', 'think get dental plant modern', 'think get dental plant modern dental', 'think get dental plant modern dental australian', 'think get dental plant modern dental australian arowana', 'think get dental plant modern dental australian arowana try', 'get', 'get dental', 'get dental plant', 'get dental plant modern', 'get dental plant modern dental', 'get dental plant modern dental australian', 'get dental plant modern dental australian arowana', 'get dental plant modern dental australian arowana try', 'dental', 'dental plant', 'dental plant modern', 'dental plant modern dental', 'dental plant modern dental australian', 'dental plant modern dental australian arowana', 'dental plant modern dental australian arowana try', 'plant', 'plant modern', 'plant modern dental', 'plant modern dental australian', 'plant modern dental australian arowana', 'plant modern dental australian arowana try', 'modern', 'modern dental', 'modern dental australian', 'modern dental australian arowana', 'modern dental australian arowana try', 'dental', 'dental australian', 'dental australian arowana', 'dental australian arowana try', 'australian', 'australian arowana', 'australian arowana try', 'arowana', 'arowana try', 'try']",0,0,0,0,1,0.12195121951219513
100151,"Dr. Muntean placed seven implants for me, they were quick and painless.",0,place plant quick painless,"['place', 'place plant', 'place plant quick', 'place plant quick painless', 'plant', 'plant quick', 'plant quick painless', 'quick', 'quick painless', 'painless']",0,0,0,0,1,0.12195121951219513
100258,"Dr. Muntean is very dedicated and passionate in doing implants, he makes sure it's nothing less than perfect.",0,dedicate passionate plant make sure perfect,"['dedicate', 'dedicate passionate', 'dedicate passionate plant', 'dedicate passionate plant make', 'dedicate passionate plant make sure', 'dedicate passionate plant make sure perfect', 'passionate', 'passionate plant', 'passionate plant make', 'passionate plant make sure', 'passionate plant make sure perfect', 'plant', 'plant make', 'plant make sure', 'plant make sure perfect', 'make', 'make sure', 'make sure perfect', 'sure', 'sure perfect', 'perfect']",0,0,0,0,1,0.12195121951219513
69511,"Before I went to Dr. Klemons I went to many, many different doctors for headaches and nausea that started approximately 39 years ago.",1,go dr lemon go different doctor headache nausea start,"['go', 'go dr', 'go dr lemon', 'go dr lemon go', 'go dr lemon go different', 'go dr lemon go different doctor', 'go dr lemon go different doctor headache', 'go dr lemon go different doctor headache nausea', 'go dr lemon go different doctor headache nausea start', 'dr', 'dr lemon', 'dr lemon go', 'dr lemon go different', 'dr lemon go different doctor', 'dr lemon go different doctor headache', 'dr lemon go different doctor headache nausea', 'dr lemon go different doctor headache nausea start', 'lemon', 'lemon go', 'lemon go different', 'lemon go different doctor', 'lemon go different doctor headache', 'lemon go different doctor headache nausea', 'lemon go different doctor headache nausea start', 'go', 'go different', 'go different doctor', 'go different doctor headache', 'go different doctor headache nausea', 'go different doctor headache nausea start', 'different', 'different doctor', 'different doctor headache', 'different doctor headache nausea', 'different doctor headache nausea start', 'doctor', 'doctor headache', 'doctor headache nausea', 'doctor headache nausea start', 'headache', 'headache nausea', 'headache nausea start', 'nausea', 'nausea start', 'start']",1,0,0,0,0,0.12195121951219513
97017,"I go back for a different perscription and they perscription a sulfate drink I'm allergic too, thank god",1,different prescription prescription surface drink m allergic thank god,"['different', 'different prescription', 'different prescription prescription', 'different prescription prescription surface', 'different prescription prescription surface drink', 'different prescription prescription surface drink m', 'different prescription prescription surface drink m allergic', 'different prescription prescription surface drink m allergic thank', 'different prescription prescription surface drink m allergic thank god', 'prescription', 'prescription prescription', 'prescription prescription surface', 'prescription prescription surface drink', 'prescription prescription surface drink m', 'prescription prescription surface drink m allergic', 'prescription prescription surface drink m allergic thank', 'prescription prescription surface drink m allergic thank god', 'prescription', 'prescription surface', 'prescription surface drink', 'prescription surface drink m', 'prescription surface drink m allergic', 'prescription surface drink m allergic thank', 'prescription surface drink m allergic thank god', 'surface', 'surface drink', 'surface drink m', 'surface drink m allergic', 'surface drink m allergic thank', 'surface drink m allergic thank god', 'drink', 'drink m', 'drink m allergic', 'drink m allergic thank', 'drink m allergic thank god', 'm', 'm allergic', 'm allergic thank', 'm allergic thank god', 'allergic', 'allergic thank', 'allergic thank god', 'thank', 'thank god', 'god']",1,0,0,0,0,0.12195121951219513
181370,Recommend seeing Dr. Marotta but the wait is making it not worth it.,1,recommend see dr marietta wait make worth,"['recommend', 'recommend see', 'recommend see dr', 'recommend see dr marietta', 'recommend see dr marietta wait', 'recommend see dr marietta wait make', 'recommend see dr marietta wait make worth', 'see', 'see dr', 'see dr marietta', 'see dr marietta wait', 'see dr marietta wait make', 'see dr marietta wait make worth', 'dr', 'dr marietta', 'dr marietta wait', 'dr marietta wait make', 'dr marietta wait make worth', 'marietta', 'marietta wait', 'marietta wait make', 'marietta wait make worth', 'wait', 'wait make', 'wait make worth', 'make', 'make worth', 'worth']",0,0,0,1,0,0.12195121951219513
182090,I will never go to a different eye doctor again.,0,different eye doctor,"['different', 'different eye', 'different eye doctor', 'eye', 'eye doctor', 'doctor']",1,0,0,0,0,0.12195121951219513
87486,"Starting the Process of Breast Implant Removal. - Tulsa, OK. Dr. Ratliff is AMAZING, professional,",0,start process breast plant removal tula ok dr sign amaze professional,"['start', 'start process', 'start process breast', 'start process breast plant', 'start process breast plant removal', 'start process breast plant removal tula', 'start process breast plant removal tula ok', 'start process breast plant removal tula ok dr', 'start process breast plant removal tula ok dr sign', 'start process breast plant removal tula ok dr sign amaze', 'start process breast plant removal tula ok dr sign amaze professional', 'process', 'process breast', 'process breast plant', 'process breast plant removal', 'process breast plant removal tula', 'process breast plant removal tula ok', 'process breast plant removal tula ok dr', 'process breast plant removal tula ok dr sign', 'process breast plant removal tula ok dr sign amaze', 'process breast plant removal tula ok dr sign amaze professional', 'breast', 'breast plant', 'breast plant removal', 'breast plant removal tula', 'breast plant removal tula ok', 'breast plant removal tula ok dr', 'breast plant removal tula ok dr sign', 'breast plant removal tula ok dr sign amaze', 'breast plant removal tula ok dr sign amaze professional', 'plant', 'plant removal', 'plant removal tula', 'plant removal tula ok', 'plant removal tula ok dr', 'plant removal tula ok dr sign', 'plant removal tula ok dr sign amaze', 'plant removal tula ok dr sign amaze professional', 'removal', 'removal tula', 'removal tula ok', 'removal tula ok dr', 'removal tula ok dr sign', 'removal tula ok dr sign amaze', 'removal tula ok dr sign amaze professional', 'tula', 'tula ok', 'tula ok dr', 'tula ok dr sign', 'tula ok dr sign amaze', 'tula ok dr sign amaze professional', 'ok', 'ok dr', 'ok dr sign', 'ok dr sign amaze', 'ok dr sign amaze professional', 'dr', 'dr sign', 'dr sign amaze', 'dr sign amaze professional', 'sign', 'sign amaze', 'sign amaze professional', 'amaze', 'amaze professional', 'professional']",0,0,0,0,1,0.12195121951219513
113254,This entire practice is wonderful and worth any drive to go here.,0,entire practice fantastic worth drive,"['entire', 'entire practice', 'entire practice fantastic', 'entire practice fantastic worth', 'entire practice fantastic worth drive', 'practice', 'practice fantastic', 'practice fantastic worth', 'practice fantastic worth drive', 'fantastic', 'fantastic worth', 'fantastic worth drive', 'worth', 'worth drive', 'drive']",0,0,0,1,0,0.12195121951219513
190913,"I thought it was worth it until I realized how unprofessional, uncouth, uncaring and apathetic this practice is.",1,think worth realize professional coarse approach apathetic practice,"['think', 'think worth', 'think worth realize', 'think worth realize professional', 'think worth realize professional coarse', 'think worth realize professional coarse approach', 'think worth realize professional coarse approach apathetic', 'think worth realize professional coarse approach apathetic practice', 'worth', 'worth realize', 'worth realize professional', 'worth realize professional coarse', 'worth realize professional coarse approach', 'worth realize professional coarse approach apathetic', 'worth realize professional coarse approach apathetic practice', 'realize', 'realize professional', 'realize professional coarse', 'realize professional coarse approach', 'realize professional coarse approach apathetic', 'realize professional coarse approach apathetic practice', 'professional', 'professional coarse', 'professional coarse approach', 'professional coarse approach apathetic', 'professional coarse approach apathetic practice', 'coarse', 'coarse approach', 'coarse approach apathetic', 'coarse approach apathetic practice', 'approach', 'approach apathetic', 'approach apathetic practice', 'apathetic', 'apathetic practice', 'practice']",0,0,0,1,0,0.12195121951219513
112936,"After consulting with several different plastic surgeons, even out of state, I immediately fell in love with Dr Alexander and his staff.",0,consult different plastic surgeon state immediately fall love staff,"['consult', 'consult different', 'consult different plastic', 'consult different plastic surgeon', 'consult different plastic surgeon state', 'consult different plastic surgeon state immediately', 'consult different plastic surgeon state immediately fall', 'consult different plastic surgeon state immediately fall love', 'consult different plastic surgeon state immediately fall love staff', 'different', 'different plastic', 'different plastic surgeon', 'different plastic surgeon state', 'different plastic surgeon state immediately', 'different plastic surgeon state immediately fall', 'different plastic surgeon state immediately fall love', 'different plastic surgeon state immediately fall love staff', 'plastic', 'plastic surgeon', 'plastic surgeon state', 'plastic surgeon state immediately', 'plastic surgeon state immediately fall', 'plastic surgeon state immediately fall love', 'plastic surgeon state immediately fall love staff', 'surgeon', 'surgeon state', 'surgeon state immediately', 'surgeon state immediately fall', 'surgeon state immediately fall love', 'surgeon state immediately fall love staff', 'state', 'state immediately', 'state immediately fall', 'state immediately fall love', 'state immediately fall love staff', 'immediately', 'immediately fall', 'immediately fall love', 'immediately fall love staff', 'fall', 'fall love', 'fall love staff', 'love', 'love staff', 'staff']",1,0,0,0,0,0.12195121951219513
95490,So worth getting back that lease on life I had almost lost.,0,worth get lease life lose,"['worth', 'worth get', 'worth get lease', 'worth get lease life', 'worth get lease life lose', 'get', 'get lease', 'get lease life', 'get lease life lose', 'lease', 'lease life', 'lease life lose', 'life', 'life lose', 'lose']",0,0,0,1,0,0.12195121951219513
92645,so understanding and professional with me that I started the implant on the initial consultation IMMEDIATELY!,0,understanding professional start plant initial consultation immediately,"['understanding', 'understanding professional', 'understanding professional start', 'understanding professional start plant', 'understanding professional start plant initial', 'understanding professional start plant initial consultation', 'understanding professional start plant initial consultation immediately', 'professional', 'professional start', 'professional start plant', 'professional start plant initial', 'professional start plant initial consultation', 'professional start plant initial consultation immediately', 'start', 'start plant', 'start plant initial', 'start plant initial consultation', 'start plant initial consultation immediately', 'plant', 'plant initial', 'plant initial consultation', 'plant initial consultation immediately', 'initial', 'initial consultation', 'initial consultation immediately', 'consultation', 'consultation immediately', 'immediately']",0,0,0,0,1,0.12195121951219513
92809,"and implants my breasts are still extremely saggy, the only difference is that they are entirely too big.",1,plant breast extremely shaggy difference entirely big,"['plant', 'plant breast', 'plant breast extremely', 'plant breast extremely shaggy', 'plant breast extremely shaggy difference', 'plant breast extremely shaggy difference entirely', 'plant breast extremely shaggy difference entirely big', 'breast', 'breast extremely', 'breast extremely shaggy', 'breast extremely shaggy difference', 'breast extremely shaggy difference entirely', 'breast extremely shaggy difference entirely big', 'extremely', 'extremely shaggy', 'extremely shaggy difference', 'extremely shaggy difference entirely', 'extremely shaggy difference entirely big', 'shaggy', 'shaggy difference', 'shaggy difference entirely', 'shaggy difference entirely big', 'difference', 'difference entirely', 'difference entirely big', 'entirely', 'entirely big', 'big']",0,0,0,0,1,0.12195121951219513
115140,i went from a woman that took zero medications to someone that is now on 5 different medications just to get thru the day.....,1,go woman take meditation different meditation thousand,"['go', 'go woman', 'go woman take', 'go woman take meditation', 'go woman take meditation different', 'go woman take meditation different meditation', 'go woman take meditation different meditation thousand', 'woman', 'woman take', 'woman take meditation', 'woman take meditation different', 'woman take meditation different meditation', 'woman take meditation different meditation thousand', 'take', 'take meditation', 'take meditation different', 'take meditation different meditation', 'take meditation different meditation thousand', 'meditation', 'meditation different', 'meditation different meditation', 'meditation different meditation thousand', 'different', 'different meditation', 'different meditation thousand', 'meditation', 'meditation thousand', 'thousand']",1,0,0,0,0,0.12195121951219513
92213,for so long due to my missing teeth and now I can smile and be happy with my implant.,0,long miss tooth smile happy plant,"['long', 'long miss', 'long miss tooth', 'long miss tooth smile', 'long miss tooth smile happy', 'long miss tooth smile happy plant', 'miss', 'miss tooth', 'miss tooth smile', 'miss tooth smile happy', 'miss tooth smile happy plant', 'tooth', 'tooth smile', 'tooth smile happy', 'tooth smile happy plant', 'smile', 'smile happy', 'smile happy plant', 'happy', 'happy plant', 'plant']",0,0,0,0,1,0.12195121951219513
188661,He acts like he is the boss and you have nothing worth listening too.,1,act like bos worth listen,"['act', 'act like', 'act like bos', 'act like bos worth', 'act like bos worth listen', 'like', 'like bos', 'like bos worth', 'like bos worth listen', 'bos', 'bos worth', 'bos worth listen', 'worth', 'worth listen', 'listen']",0,0,0,1,0,0.12195121951219513
112416,"I had breast implants done awake, I would do it again.",0,breast plant awake,"['breast', 'breast plant', 'breast plant awake', 'plant', 'plant awake', 'awake']",0,0,0,0,1,0.12195121951219513
159520,"I was surprised when I received a text from Dr. Mirza himself providing me his office hours at ""his"" different locations.",1,surprise receive text provide office hour different location,"['surprise', 'surprise receive', 'surprise receive text', 'surprise receive text provide', 'surprise receive text provide office', 'surprise receive text provide office hour', 'surprise receive text provide office hour different', 'surprise receive text provide office hour different location', 'receive', 'receive text', 'receive text provide', 'receive text provide office', 'receive text provide office hour', 'receive text provide office hour different', 'receive text provide office hour different location', 'text', 'text provide', 'text provide office', 'text provide office hour', 'text provide office hour different', 'text provide office hour different location', 'provide', 'provide office', 'provide office hour', 'provide office hour different', 'provide office hour different location', 'office', 'office hour', 'office hour different', 'office hour different location', 'hour', 'hour different', 'hour different location', 'different', 'different location', 'location']",1,0,0,0,0,0.12195121951219513
115679,I had some concerns that weren't being addressed by my Dr at a different office.,1,concern address dr different office,"['concern', 'concern address', 'concern address dr', 'concern address dr different', 'concern address dr different office', 'address', 'address dr', 'address dr different', 'address dr different office', 'dr', 'dr different', 'dr different office', 'different', 'different office', 'office']",1,0,0,0,0,0.12195121951219513
59556,"He's very kind and gives you many, many different options.",0,s kind give different option,"['s', 's kind', 's kind give', 's kind give different', 's kind give different option', 'kind', 'kind give', 'kind give different', 'kind give different option', 'give', 'give different', 'give different option', 'different', 'different option', 'option']",1,0,0,0,0,0.12195121951219513
92765,My breasts now are two different sizes.,1,breast different size,"['breast', 'breast different', 'breast different size', 'different', 'different size', 'size']",1,0,0,0,0,0.12195121951219513
117973,"I am transferring to a different office for convenience,",1,transfer different office convenience,"['transfer', 'transfer different', 'transfer different office', 'transfer different office convenience', 'different', 'different office', 'different office convenience', 'office', 'office convenience', 'convenience']",1,0,0,0,0,0.12195121951219513
117548,"I have taken therapies for years and therefore I get in touch with several different therapists who helped me at different levels,",0,take therapist touch different therapist help different level,"['take', 'take therapist', 'take therapist touch', 'take therapist touch different', 'take therapist touch different therapist', 'take therapist touch different therapist help', 'take therapist touch different therapist help different', 'take therapist touch different therapist help different level', 'therapist', 'therapist touch', 'therapist touch different', 'therapist touch different therapist', 'therapist touch different therapist help', 'therapist touch different therapist help different', 'therapist touch different therapist help different level', 'touch', 'touch different', 'touch different therapist', 'touch different therapist help', 'touch different therapist help different', 'touch different therapist help different level', 'different', 'different therapist', 'different therapist help', 'different therapist help different', 'different therapist help different level', 'therapist', 'therapist help', 'therapist help different', 'therapist help different level', 'help', 'help different', 'help different level', 'different', 'different level', 'level']",1,0,0,0,0,0.12195121951219513
127425,He's so good and well respected that getting an appt can be a bit of a wait but totally worth it.,0,s good respect get apt bit wait wholly worth,"['s', 's good', 's good respect', 's good respect get', 's good respect get apt', 's good respect get apt bit', 's good respect get apt bit wait', 's good respect get apt bit wait wholly', 's good respect get apt bit wait wholly worth', 'good', 'good respect', 'good respect get', 'good respect get apt', 'good respect get apt bit', 'good respect get apt bit wait', 'good respect get apt bit wait wholly', 'good respect get apt bit wait wholly worth', 'respect', 'respect get', 'respect get apt', 'respect get apt bit', 'respect get apt bit wait', 'respect get apt bit wait wholly', 'respect get apt bit wait wholly worth', 'get', 'get apt', 'get apt bit', 'get apt bit wait', 'get apt bit wait wholly', 'get apt bit wait wholly worth', 'apt', 'apt bit', 'apt bit wait', 'apt bit wait wholly', 'apt bit wait wholly worth', 'bit', 'bit wait', 'bit wait wholly', 'bit wait wholly worth', 'wait', 'wait wholly', 'wait wholly worth', 'wholly', 'wholly worth', 'worth']",0,0,0,1,0,0.12195121951219513
150254,I got my saline implants maybe 15  years ago and they have always looked beautiful and natural and still do to this day.,0,get saline plant possibly look beautiful natural,"['get', 'get saline', 'get saline plant', 'get saline plant possibly', 'get saline plant possibly look', 'get saline plant possibly look beautiful', 'get saline plant possibly look beautiful natural', 'saline', 'saline plant', 'saline plant possibly', 'saline plant possibly look', 'saline plant possibly look beautiful', 'saline plant possibly look beautiful natural', 'plant', 'plant possibly', 'plant possibly look', 'plant possibly look beautiful', 'plant possibly look beautiful natural', 'possibly', 'possibly look', 'possibly look beautiful', 'possibly look beautiful natural', 'look', 'look beautiful', 'look beautiful natural', 'beautiful', 'beautiful natural', 'natural']",0,0,0,0,1,0.12195121951219513
72547,He shared information about the various implants and allowed my husband and me time to investigate.,0,share information plant allow husband time investigate,"['share', 'share information', 'share information plant', 'share information plant allow', 'share information plant allow husband', 'share information plant allow husband time', 'share information plant allow husband time investigate', 'information', 'information plant', 'information plant allow', 'information plant allow husband', 'information plant allow husband time', 'information plant allow husband time investigate', 'plant', 'plant allow', 'plant allow husband', 'plant allow husband time', 'plant allow husband time investigate', 'allow', 'allow husband', 'allow husband time', 'allow husband time investigate', 'husband', 'husband time', 'husband time investigate', 'time', 'time investigate', 'investigate']",0,0,0,0,1,0.12195121951219513
149281,and seemed not interested in helping me since I had a surgical procedure done by a different Dr. and never got back to me.,1,interest help surgical procedure different dr get,"['interest', 'interest help', 'interest help surgical', 'interest help surgical procedure', 'interest help surgical procedure different', 'interest help surgical procedure different dr', 'interest help surgical procedure different dr get', 'help', 'help surgical', 'help surgical procedure', 'help surgical procedure different', 'help surgical procedure different dr', 'help surgical procedure different dr get', 'surgical', 'surgical procedure', 'surgical procedure different', 'surgical procedure different dr', 'surgical procedure different dr get', 'procedure', 'procedure different', 'procedure different dr', 'procedure different dr get', 'different', 'different dr', 'different dr get', 'dr', 'dr get', 'get']",1,0,0,0,0,0.12195121951219513
169884,"Please, everyone love yourselves this is not worth it.",1,love worth,"['love', 'love worth', 'worth']",0,0,0,1,0,0.12195121951219513
148374,Cause when he did surgery on my brother he had to go back in him four different time four same procedures.,1,cause surgery brother different time procedure,"['cause', 'cause surgery', 'cause surgery brother', 'cause surgery brother different', 'cause surgery brother different time', 'cause surgery brother different time procedure', 'surgery', 'surgery brother', 'surgery brother different', 'surgery brother different time', 'surgery brother different time procedure', 'brother', 'brother different', 'brother different time', 'brother different time procedure', 'different', 'different time', 'different time procedure', 'time', 'time procedure', 'procedure']",1,0,0,0,0,0.12195121951219513
186686,With thee implants and a new bridge the price he charged me was so good that I told him to do it.,0,thee plant new bridge price charge good tell,"['thee', 'thee plant', 'thee plant new', 'thee plant new bridge', 'thee plant new bridge price', 'thee plant new bridge price charge', 'thee plant new bridge price charge good', 'thee plant new bridge price charge good tell', 'plant', 'plant new', 'plant new bridge', 'plant new bridge price', 'plant new bridge price charge', 'plant new bridge price charge good', 'plant new bridge price charge good tell', 'new', 'new bridge', 'new bridge price', 'new bridge price charge', 'new bridge price charge good', 'new bridge price charge good tell', 'bridge', 'bridge price', 'bridge price charge', 'bridge price charge good', 'bridge price charge good tell', 'price', 'price charge', 'price charge good', 'price charge good tell', 'charge', 'charge good', 'charge good tell', 'good', 'good tell', 'tell']",0,0,0,0,1,0.12195121951219513
