commentId,comment,classification,comment_processed,word_phrase_list,little,little pain,pain,exceed,exceed expectation,expectation,similarity_score
170608,And I'm sitting here in pain trying to see why this motherfuckjng iud this doc placed hurts.,1,sit pain try motherfuckjng mud place hurt,"['sit', 'sit pain', 'sit pain try', 'sit pain try motherfuckjng', 'sit pain try motherfuckjng mud', 'sit pain try motherfuckjng mud place', 'sit pain try motherfuckjng mud place hurt', 'pain', 'pain try', 'pain try motherfuckjng', 'pain try motherfuckjng mud', 'pain try motherfuckjng mud place', 'pain try motherfuckjng mud place hurt', 'try', 'try motherfuckjng', 'try motherfuckjng mud', 'try motherfuckjng mud place', 'try motherfuckjng mud place hurt', 'motherfuckjng', 'motherfuckjng mud', 'motherfuckjng mud place', 'motherfuckjng mud place hurt', 'mud', 'mud place', 'mud place hurt', 'place', 'place hurt', 'hurt']",0,0,1,0,0,0,0.05263157894736842
147562,"Not only is his work phenomenal, I have not felt any pain the whole experience.",0,not work phenomenon not feel pain experience,"['not', 'not work', 'not work phenomenon', 'not work phenomenon not', 'not work phenomenon not feel', 'not work phenomenon not feel pain', 'not work phenomenon not feel pain experience', 'work', 'work phenomenon', 'work phenomenon not', 'work phenomenon not feel', 'work phenomenon not feel pain', 'work phenomenon not feel pain experience', 'phenomenon', 'phenomenon not', 'phenomenon not feel', 'phenomenon not feel pain', 'phenomenon not feel pain experience', 'not', 'not feel', 'not feel pain', 'not feel pain experience', 'feel', 'feel pain', 'feel pain experience', 'pain', 'pain experience', 'experience']",0,0,1,0,0,0,0.05263157894736842
76176,my pain was barely noticeable.,0,pain barely noticeable,"['pain', 'pain barely', 'pain barely noticeable', 'barely', 'barely noticeable', 'noticeable']",0,0,1,0,0,0,0.125
96535,I was a little annoyed with how long it took to find a vein.,1,little annoyed long take find vein,"['little', 'little annoyed', 'little annoyed long', 'little annoyed long take', 'little annoyed long take find', 'little annoyed long take find vein', 'annoyed', 'annoyed long', 'annoyed long take', 'annoyed long take find', 'annoyed long take find vein', 'long', 'long take', 'long take find', 'long take find vein', 'take', 'take find', 'take find vein', 'find', 'find vein', 'vein']",1,0,0,0,0,0,0.06451612903225806
172858,said you'll have one last little conversation with Dr Green before you go into your surgery,0,say little conversation green surgery,"['say', 'say little', 'say little conversation', 'say little conversation green', 'say little conversation green surgery', 'little', 'little conversation', 'little conversation green', 'little conversation green surgery', 'conversation', 'conversation green', 'conversation green surgery', 'green', 'green surgery', 'surgery']",1,0,0,0,0,0,0.08
81581,The pain was unbearable.,1,pain intolerable,"['pain', 'pain intolerable', 'intolerable']",0,0,1,0,0,0,0.15384615384615385
85962,and knowledge transcend into a beautiful art.,0,cognition exceed beautiful art,"['cognition', 'cognition exceed', 'cognition exceed beautiful', 'cognition exceed beautiful art', 'exceed', 'exceed beautiful', 'exceed beautiful art', 'beautiful', 'beautiful art', 'art']",0,0,0,1,0,0,0.1
91374,"He eases my pain, gives me better quality of life.",0,case pain give good quality life,"['case', 'case pain', 'case pain give', 'case pain give good', 'case pain give good quality', 'case pain give good quality life', 'pain', 'pain give', 'pain give good', 'pain give good quality', 'pain give good quality life', 'give', 'give good', 'give good quality', 'give good quality life', 'good', 'good quality', 'good quality life', 'quality', 'quality life', 'life']",0,0,1,0,0,0,0.06451612903225806
123766,"Four hours after my surgery I was up and walking, no pain killers were necessary",0,surgery walk no pain tiller necessary,"['surgery', 'surgery walk', 'surgery walk no', 'surgery walk no pain', 'surgery walk no pain tiller', 'surgery walk no pain tiller necessary', 'walk', 'walk no', 'walk no pain', 'walk no pain tiller', 'walk no pain tiller necessary', 'no', 'no pain', 'no pain tiller', 'no pain tiller necessary', 'pain', 'pain tiller', 'pain tiller necessary', 'tiller', 'tiller necessary', 'necessary']",0,0,1,0,0,0,0.06451612903225806
138457,Dr. Lowery has taken care of my pain issues and now taking care of father and his complicated medical issues.,0,take care pain issue take care father complicate medical issue,"['take', 'take care', 'take care pain', 'take care pain issue', 'take care pain issue take', 'take care pain issue take care', 'take care pain issue take care father', 'take care pain issue take care father complicate', 'take care pain issue take care father complicate medical', 'take care pain issue take care father complicate medical issue', 'care', 'care pain', 'care pain issue', 'care pain issue take', 'care pain issue take care', 'care pain issue take care father', 'care pain issue take care father complicate', 'care pain issue take care father complicate medical', 'care pain issue take care father complicate medical issue', 'pain', 'pain issue', 'pain issue take', 'pain issue take care', 'pain issue take care father', 'pain issue take care father complicate', 'pain issue take care father complicate medical', 'pain issue take care father complicate medical issue', 'issue', 'issue take', 'issue take care', 'issue take care father', 'issue take care father complicate', 'issue take care father complicate medical', 'issue take care father complicate medical issue', 'take', 'take care', 'take care father', 'take care father complicate', 'take care father complicate medical', 'take care father complicate medical issue', 'care', 'care father', 'care father complicate', 'care father complicate medical', 'care father complicate medical issue', 'father', 'father complicate', 'father complicate medical', 'father complicate medical issue', 'complicate', 'complicate medical', 'complicate medical issue', 'medical', 'medical issue', 'issue']",0,0,1,0,0,0,0.03076923076923077
135646,"I had little to no pain, I only took the Tylenol.",0,little no pain take acetaminophen,"['little', 'little no', 'little no pain', 'little no pain take', 'little no pain take acetaminophen', 'no', 'no pain', 'no pain take', 'no pain take acetaminophen', 'pain', 'pain take', 'pain take acetaminophen', 'take', 'take acetaminophen', 'acetaminophen']",1,0,1,0,0,0,0.16
120330,She was more concerned with possible complications for doing the procedure than trying to help rid me of my pain with the procedure.,1,concerned possible complication procedure try help rid pain procedure,"['concerned', 'concerned possible', 'concerned possible complication', 'concerned possible complication procedure', 'concerned possible complication procedure try', 'concerned possible complication procedure try help', 'concerned possible complication procedure try help rid', 'concerned possible complication procedure try help rid pain', 'concerned possible complication procedure try help rid pain procedure', 'possible', 'possible complication', 'possible complication procedure', 'possible complication procedure try', 'possible complication procedure try help', 'possible complication procedure try help rid', 'possible complication procedure try help rid pain', 'possible complication procedure try help rid pain procedure', 'complication', 'complication procedure', 'complication procedure try', 'complication procedure try help', 'complication procedure try help rid', 'complication procedure try help rid pain', 'complication procedure try help rid pain procedure', 'procedure', 'procedure try', 'procedure try help', 'procedure try help rid', 'procedure try help rid pain', 'procedure try help rid pain procedure', 'try', 'try help', 'try help rid', 'try help rid pain', 'try help rid pain procedure', 'help', 'help rid', 'help rid pain', 'help rid pain procedure', 'rid', 'rid pain', 'rid pain procedure', 'pain', 'pain procedure', 'procedure']",0,0,1,0,0,0,0.03636363636363636
151633,I look in the mirror and see the person I always wanted to and more importantly my pain is gone!,0,look mirror person want importantly pain go,"['look', 'look mirror', 'look mirror person', 'look mirror person want', 'look mirror person want importantly', 'look mirror person want importantly pain', 'look mirror person want importantly pain go', 'mirror', 'mirror person', 'mirror person want', 'mirror person want importantly', 'mirror person want importantly pain', 'mirror person want importantly pain go', 'person', 'person want', 'person want importantly', 'person want importantly pain', 'person want importantly pain go', 'want', 'want importantly', 'want importantly pain', 'want importantly pain go', 'importantly', 'importantly pain', 'importantly pain go', 'pain', 'pain go', 'go']",0,0,1,0,0,0,0.05263157894736842
104815,"and the dog ""gravity"" is the best little therapy dog.",0,dog gravity good little therapy dog,"['dog', 'dog gravity', 'dog gravity good', 'dog gravity good little', 'dog gravity good little therapy', 'dog gravity good little therapy dog', 'gravity', 'gravity good', 'gravity good little', 'gravity good little therapy', 'gravity good little therapy dog', 'good', 'good little', 'good little therapy', 'good little therapy dog', 'little', 'little therapy', 'little therapy dog', 'therapy', 'therapy dog', 'dog']",1,0,0,0,0,0,0.06451612903225806
179516,"Dr.Lim saw me for almost all of my 18 years of adolescence, and yes she maybe a little eccentric",0,dream see adolescence yes possibly little eccentric,"['dream', 'dream see', 'dream see adolescence', 'dream see adolescence yes', 'dream see adolescence yes possibly', 'dream see adolescence yes possibly little', 'dream see adolescence yes possibly little eccentric', 'see', 'see adolescence', 'see adolescence yes', 'see adolescence yes possibly', 'see adolescence yes possibly little', 'see adolescence yes possibly little eccentric', 'adolescence', 'adolescence yes', 'adolescence yes possibly', 'adolescence yes possibly little', 'adolescence yes possibly little eccentric', 'yes', 'yes possibly', 'yes possibly little', 'yes possibly little eccentric', 'possibly', 'possibly little', 'possibly little eccentric', 'little', 'little eccentric', 'eccentric']",1,0,0,0,0,0,0.05263157894736842
185125,"Dr. Odell performed a radiofrequency ablation procedure on both sides of my lower spine, and my back pain was completely relieved.",0,perform radiofrequency relation procedure side low spine pain completely relieve,"['perform', 'perform radiofrequency', 'perform radiofrequency relation', 'perform radiofrequency relation procedure', 'perform radiofrequency relation procedure side', 'perform radiofrequency relation procedure side low', 'perform radiofrequency relation procedure side low spine', 'perform radiofrequency relation procedure side low spine pain', 'perform radiofrequency relation procedure side low spine pain completely', 'perform radiofrequency relation procedure side low spine pain completely relieve', 'radiofrequency', 'radiofrequency relation', 'radiofrequency relation procedure', 'radiofrequency relation procedure side', 'radiofrequency relation procedure side low', 'radiofrequency relation procedure side low spine', 'radiofrequency relation procedure side low spine pain', 'radiofrequency relation procedure side low spine pain completely', 'radiofrequency relation procedure side low spine pain completely relieve', 'relation', 'relation procedure', 'relation procedure side', 'relation procedure side low', 'relation procedure side low spine', 'relation procedure side low spine pain', 'relation procedure side low spine pain completely', 'relation procedure side low spine pain completely relieve', 'procedure', 'procedure side', 'procedure side low', 'procedure side low spine', 'procedure side low spine pain', 'procedure side low spine pain completely', 'procedure side low spine pain completely relieve', 'side', 'side low', 'side low spine', 'side low spine pain', 'side low spine pain completely', 'side low spine pain completely relieve', 'low', 'low spine', 'low spine pain', 'low spine pain completely', 'low spine pain completely relieve', 'spine', 'spine pain', 'spine pain completely', 'spine pain completely relieve', 'pain', 'pain completely', 'pain completely relieve', 'completely', 'completely relieve', 'relieve']",0,0,1,0,0,0,0.03076923076923077
110513,Have had nothing but trouble and pain since he replaced my knee.,1,trouble pain replace knee,"['trouble', 'trouble pain', 'trouble pain replace', 'trouble pain replace knee', 'pain', 'pain replace', 'pain replace knee', 'replace', 'replace knee', 'knee']",0,0,1,0,0,0,0.1
129646,"No pain at all , Thanks once again!",0,no pain thanks,"['no', 'no pain', 'no pain thanks', 'pain', 'pain thanks', 'thanks']",0,0,1,0,0,0,0.125
98464,"Now, almost 3 months post op, my pain is gone.",0,post op pain go,"['post', 'post op', 'post op pain', 'post op pain go', 'op', 'op pain', 'op pain go', 'pain', 'pain go', 'go']",0,0,1,0,0,0,0.1
69552,Simply put you relieved me of a lot of pain.,0,simply relieve lot pain,"['simply', 'simply relieve', 'simply relieve lot', 'simply relieve lot pain', 'relieve', 'relieve lot', 'relieve lot pain', 'lot', 'lot pain', 'pain']",0,0,1,0,0,0,0.1
58335,The facility itself could be a little bit nicer facility.,1,facility little bit nice facility,"['facility', 'facility little', 'facility little bit', 'facility little bit nice', 'facility little bit nice facility', 'little', 'little bit', 'little bit nice', 'little bit nice facility', 'bit', 'bit nice', 'bit nice facility', 'nice', 'nice facility', 'facility']",1,0,0,0,0,0,0.08
152727,Then my pain was back just as fierce as it was before--or maybe a little worse.,1,pain fierce possibly little bad,"['pain', 'pain fierce', 'pain fierce possibly', 'pain fierce possibly little', 'pain fierce possibly little bad', 'fierce', 'fierce possibly', 'fierce possibly little', 'fierce possibly little bad', 'possibly', 'possibly little', 'possibly little bad', 'little', 'little bad', 'bad']",1,0,1,0,0,0,0.16
111219,Literally no pain at all during the surgery and was 20/20 by the follow up appointment the next day!,0,literally no pain surgery follow appointment,"['literally', 'literally no', 'literally no pain', 'literally no pain surgery', 'literally no pain surgery follow', 'literally no pain surgery follow appointment', 'no', 'no pain', 'no pain surgery', 'no pain surgery follow', 'no pain surgery follow appointment', 'pain', 'pain surgery', 'pain surgery follow', 'pain surgery follow appointment', 'surgery', 'surgery follow', 'surgery follow appointment', 'follow', 'follow appointment', 'appointment']",0,0,1,0,0,0,0.06451612903225806
179561,"I have chronic pain in my back, neck, and extremities and have had to live with it for 30 years.",1,chronic pain neck extremity live,"['chronic', 'chronic pain', 'chronic pain neck', 'chronic pain neck extremity', 'chronic pain neck extremity live', 'pain', 'pain neck', 'pain neck extremity', 'pain neck extremity live', 'neck', 'neck extremity', 'neck extremity live', 'extremity', 'extremity live', 'live']",0,0,1,0,0,0,0.08
113814,Hopefully will not have to see him again but if the pain comes back I will definitely come back to Dr. Greaves.,0,hopefully not pain come decidedly come graf,"['hopefully', 'hopefully not', 'hopefully not pain', 'hopefully not pain come', 'hopefully not pain come decidedly', 'hopefully not pain come decidedly come', 'hopefully not pain come decidedly come graf', 'not', 'not pain', 'not pain come', 'not pain come decidedly', 'not pain come decidedly come', 'not pain come decidedly come graf', 'pain', 'pain come', 'pain come decidedly', 'pain come decidedly come', 'pain come decidedly come graf', 'come', 'come decidedly', 'come decidedly come', 'come decidedly come graf', 'decidedly', 'decidedly come', 'decidedly come graf', 'come', 'come graf', 'graf']",0,0,1,0,0,0,0.05263157894736842
150366,This was the first time I've ever had surgery and he exceeded my expectations.,0,time surgery exceed expectation,"['time', 'time surgery', 'time surgery exceed', 'time surgery exceed expectation', 'surgery', 'surgery exceed', 'surgery exceed expectation', 'exceed', 'exceed expectation', 'expectation']",0,0,0,1,1,1,0.3
188355,you did abdominal surgery ...im in pain and Tylenol is not cutting it.,1,abdominal surgery pain acetaminophen not cut,"['abdominal', 'abdominal surgery', 'abdominal surgery pain', 'abdominal surgery pain acetaminophen', 'abdominal surgery pain acetaminophen not', 'abdominal surgery pain acetaminophen not cut', 'surgery', 'surgery pain', 'surgery pain acetaminophen', 'surgery pain acetaminophen not', 'surgery pain acetaminophen not cut', 'pain', 'pain acetaminophen', 'pain acetaminophen not', 'pain acetaminophen not cut', 'acetaminophen', 'acetaminophen not', 'acetaminophen not cut', 'not', 'not cut', 'cut']",0,0,1,0,0,0,0.06451612903225806
73423,He was kind and spent a lot of time with me and really listened to my issues with chronic pain.,0,kind spend lot time listen issue chronic pain,"['kind', 'kind spend', 'kind spend lot', 'kind spend lot time', 'kind spend lot time listen', 'kind spend lot time listen issue', 'kind spend lot time listen issue chronic', 'kind spend lot time listen issue chronic pain', 'spend', 'spend lot', 'spend lot time', 'spend lot time listen', 'spend lot time listen issue', 'spend lot time listen issue chronic', 'spend lot time listen issue chronic pain', 'lot', 'lot time', 'lot time listen', 'lot time listen issue', 'lot time listen issue chronic', 'lot time listen issue chronic pain', 'time', 'time listen', 'time listen issue', 'time listen issue chronic', 'time listen issue chronic pain', 'listen', 'listen issue', 'listen issue chronic', 'listen issue chronic pain', 'issue', 'issue chronic', 'issue chronic pain', 'chronic', 'chronic pain', 'pain']",0,0,1,0,0,0,0.043478260869565216
67429,consideration of my needs for pain management medication worked well.,0,consideration need pain management meditation work,"['consideration', 'consideration need', 'consideration need pain', 'consideration need pain management', 'consideration need pain management meditation', 'consideration need pain management meditation work', 'need', 'need pain', 'need pain management', 'need pain management meditation', 'need pain management meditation work', 'pain', 'pain management', 'pain management meditation', 'pain management meditation work', 'management', 'management meditation', 'management meditation work', 'meditation', 'meditation work', 'work']",0,0,1,0,0,0,0.06451612903225806
188399,use with other Tylenol containing products (Percocet is an example) I reached out to him 3x regarding the severe pain,1,use acetaminophen contain product percocet example reach x severe pain,"['use', 'use acetaminophen', 'use acetaminophen contain', 'use acetaminophen contain product', 'use acetaminophen contain product percocet', 'use acetaminophen contain product percocet example', 'use acetaminophen contain product percocet example reach', 'use acetaminophen contain product percocet example reach x', 'use acetaminophen contain product percocet example reach x severe', 'use acetaminophen contain product percocet example reach x severe pain', 'acetaminophen', 'acetaminophen contain', 'acetaminophen contain product', 'acetaminophen contain product percocet', 'acetaminophen contain product percocet example', 'acetaminophen contain product percocet example reach', 'acetaminophen contain product percocet example reach x', 'acetaminophen contain product percocet example reach x severe', 'acetaminophen contain product percocet example reach x severe pain', 'contain', 'contain product', 'contain product percocet', 'contain product percocet example', 'contain product percocet example reach', 'contain product percocet example reach x', 'contain product percocet example reach x severe', 'contain product percocet example reach x severe pain', 'product', 'product percocet', 'product percocet example', 'product percocet example reach', 'product percocet example reach x', 'product percocet example reach x severe', 'product percocet example reach x severe pain', 'percocet', 'percocet example', 'percocet example reach', 'percocet example reach x', 'percocet example reach x severe', 'percocet example reach x severe pain', 'example', 'example reach', 'example reach x', 'example reach x severe', 'example reach x severe pain', 'reach', 'reach x', 'reach x severe', 'reach x severe pain', 'x', 'x severe', 'x severe pain', 'severe', 'severe pain', 'pain']",0,0,1,0,0,0,0.03076923076923077
175360,"At my pre op visit, he listened to what my expectations were,",0,pre op visit listen expectation,"['pre', 'pre op', 'pre op visit', 'pre op visit listen', 'pre op visit listen expectation', 'op', 'op visit', 'op visit listen', 'op visit listen expectation', 'visit', 'visit listen', 'visit listen expectation', 'listen', 'listen expectation', 'expectation']",0,0,0,0,0,1,0.08
70823,Next to no pain.,0,no pain,"['no', 'no pain', 'pain']",0,0,1,0,0,0,0.15384615384615385
123711,I'm one week post-op and nearly pain free because Dr. Laurence listens and cares about his patients' concerns.,0,rostov nearly pain free lawrence listen care patient concern,"['rostov', 'rostov nearly', 'rostov nearly pain', 'rostov nearly pain free', 'rostov nearly pain free lawrence', 'rostov nearly pain free lawrence listen', 'rostov nearly pain free lawrence listen care', 'rostov nearly pain free lawrence listen care patient', 'rostov nearly pain free lawrence listen care patient concern', 'nearly', 'nearly pain', 'nearly pain free', 'nearly pain free lawrence', 'nearly pain free lawrence listen', 'nearly pain free lawrence listen care', 'nearly pain free lawrence listen care patient', 'nearly pain free lawrence listen care patient concern', 'pain', 'pain free', 'pain free lawrence', 'pain free lawrence listen', 'pain free lawrence listen care', 'pain free lawrence listen care patient', 'pain free lawrence listen care patient concern', 'free', 'free lawrence', 'free lawrence listen', 'free lawrence listen care', 'free lawrence listen care patient', 'free lawrence listen care patient concern', 'lawrence', 'lawrence listen', 'lawrence listen care', 'lawrence listen care patient', 'lawrence listen care patient concern', 'listen', 'listen care', 'listen care patient', 'listen care patient concern', 'care', 'care patient', 'care patient concern', 'patient', 'patient concern', 'concern']",0,0,1,0,0,0,0.03636363636363636
186900,Every time I would inhale there was a sharp pain to my right side.,1,time inhale sharp pain right,"['time', 'time inhale', 'time inhale sharp', 'time inhale sharp pain', 'time inhale sharp pain right', 'inhale', 'inhale sharp', 'inhale sharp pain', 'inhale sharp pain right', 'sharp', 'sharp pain', 'sharp pain right', 'pain', 'pain right', 'right']",0,0,1,0,0,0,0.08
58340,I went to the hospital.  I sat there for a few minutes.  The nurses took care of me.  They weighted me.  They asked me if I had any pain problems.  I saw my doctor.  He looked at my problem on my head.  We discussed my problem.  We came with a mutual unde,0,go hospital sit nurse take care weight ask pain problem see look problem head discuss problem come mutual,"['go', 'go hospital', 'go hospital sit', 'go hospital sit nurse', 'go hospital sit nurse take', 'go hospital sit nurse take care', 'go hospital sit nurse take care weight', 'go hospital sit nurse take care weight ask', 'go hospital sit nurse take care weight ask pain', 'go hospital sit nurse take care weight ask pain problem', 'go hospital sit nurse take care weight ask pain problem see', 'go hospital sit nurse take care weight ask pain problem see look', 'go hospital sit nurse take care weight ask pain problem see look problem', 'go hospital sit nurse take care weight ask pain problem see look problem head', 'go hospital sit nurse take care weight ask pain problem see look problem head discuss', 'go hospital sit nurse take care weight ask pain problem see look problem head discuss problem', 'go hospital sit nurse take care weight ask pain problem see look problem head discuss problem come', 'go hospital sit nurse take care weight ask pain problem see look problem head discuss problem come mutual', 'hospital', 'hospital sit', 'hospital sit nurse', 'hospital sit nurse take', 'hospital sit nurse take care', 'hospital sit nurse take care weight', 'hospital sit nurse take care weight ask', 'hospital sit nurse take care weight ask pain', 'hospital sit nurse take care weight ask pain problem', 'hospital sit nurse take care weight ask pain problem see', 'hospital sit nurse take care weight ask pain problem see look', 'hospital sit nurse take care weight ask pain problem see look problem', 'hospital sit nurse take care weight ask pain problem see look problem head', 'hospital sit nurse take care weight ask pain problem see look problem head discuss', 'hospital sit nurse take care weight ask pain problem see look problem head discuss problem', 'hospital sit nurse take care weight ask pain problem see look problem head discuss problem come', 'hospital sit nurse take care weight ask pain problem see look problem head discuss problem come mutual', 'sit', 'sit nurse', 'sit nurse take', 'sit nurse take care', 'sit nurse take care weight', 'sit nurse take care weight ask', 'sit nurse take care weight ask pain', 'sit nurse take care weight ask pain problem', 'sit nurse take care weight ask pain problem see', 'sit nurse take care weight ask pain problem see look', 'sit nurse take care weight ask pain problem see look problem', 'sit nurse take care weight ask pain problem see look problem head', 'sit nurse take care weight ask pain problem see look problem head discuss', 'sit nurse take care weight ask pain problem see look problem head discuss problem', 'sit nurse take care weight ask pain problem see look problem head discuss problem come', 'sit nurse take care weight ask pain problem see look problem head discuss problem come mutual', 'nurse', 'nurse take', 'nurse take care', 'nurse take care weight', 'nurse take care weight ask', 'nurse take care weight ask pain', 'nurse take care weight ask pain problem', 'nurse take care weight ask pain problem see', 'nurse take care weight ask pain problem see look', 'nurse take care weight ask pain problem see look problem', 'nurse take care weight ask pain problem see look problem head', 'nurse take care weight ask pain problem see look problem head discuss', 'nurse take care weight ask pain problem see look problem head discuss problem', 'nurse take care weight ask pain problem see look problem head discuss problem come', 'nurse take care weight ask pain problem see look problem head discuss problem come mutual', 'take', 'take care', 'take care weight', 'take care weight ask', 'take care weight ask pain', 'take care weight ask pain problem', 'take care weight ask pain problem see', 'take care weight ask pain problem see look', 'take care weight ask pain problem see look problem', 'take care weight ask pain problem see look problem head', 'take care weight ask pain problem see look problem head discuss', 'take care weight ask pain problem see look problem head discuss problem', 'take care weight ask pain problem see look problem head discuss problem come', 'take care weight ask pain problem see look problem head discuss problem come mutual', 'care', 'care weight', 'care weight ask', 'care weight ask pain', 'care weight ask pain problem', 'care weight ask pain problem see', 'care weight ask pain problem see look', 'care weight ask pain problem see look problem', 'care weight ask pain problem see look problem head', 'care weight ask pain problem see look problem head discuss', 'care weight ask pain problem see look problem head discuss problem', 'care weight ask pain problem see look problem head discuss problem come', 'care weight ask pain problem see look problem head discuss problem come mutual', 'weight', 'weight ask', 'weight ask pain', 'weight ask pain problem', 'weight ask pain problem see', 'weight ask pain problem see look', 'weight ask pain problem see look problem', 'weight ask pain problem see look problem head', 'weight ask pain problem see look problem head discuss', 'weight ask pain problem see look problem head discuss problem', 'weight ask pain problem see look problem head discuss problem come', 'weight ask pain problem see look problem head discuss problem come mutual', 'ask', 'ask pain', 'ask pain problem', 'ask pain problem see', 'ask pain problem see look', 'ask pain problem see look problem', 'ask pain problem see look problem head', 'ask pain problem see look problem head discuss', 'ask pain problem see look problem head discuss problem', 'ask pain problem see look problem head discuss problem come', 'ask pain problem see look problem head discuss problem come mutual', 'pain', 'pain problem', 'pain problem see', 'pain problem see look', 'pain problem see look problem', 'pain problem see look problem head', 'pain problem see look problem head discuss', 'pain problem see look problem head discuss problem', 'pain problem see look problem head discuss problem come', 'pain problem see look problem head discuss problem come mutual', 'problem', 'problem see', 'problem see look', 'problem see look problem', 'problem see look problem head', 'problem see look problem head discuss', 'problem see look problem head discuss problem', 'problem see look problem head discuss problem come', 'problem see look problem head discuss problem come mutual', 'see', 'see look', 'see look problem', 'see look problem head', 'see look problem head discuss', 'see look problem head discuss problem', 'see look problem head discuss problem come', 'see look problem head discuss problem come mutual', 'look', 'look problem', 'look problem head', 'look problem head discuss', 'look problem head discuss problem', 'look problem head discuss problem come', 'look problem head discuss problem come mutual', 'problem', 'problem head', 'problem head discuss', 'problem head discuss problem', 'problem head discuss problem come', 'problem head discuss problem come mutual', 'head', 'head discuss', 'head discuss problem', 'head discuss problem come', 'head discuss problem come mutual', 'discuss', 'discuss problem', 'discuss problem come', 'discuss problem come mutual', 'problem', 'problem come', 'problem come mutual', 'come', 'come mutual', 'mutual']",0,0,1,0,0,0,0.011049723756906077
153852,"No pain relief at all from this so-called ""pain management"" place!",1,no pain relief call pain management place,"['no', 'no pain', 'no pain relief', 'no pain relief call', 'no pain relief call pain', 'no pain relief call pain management', 'no pain relief call pain management place', 'pain', 'pain relief', 'pain relief call', 'pain relief call pain', 'pain relief call pain management', 'pain relief call pain management place', 'relief', 'relief call', 'relief call pain', 'relief call pain management', 'relief call pain management place', 'call', 'call pain', 'call pain management', 'call pain management place', 'pain', 'pain management', 'pain management place', 'management', 'management place', 'place']",0,0,1,0,0,0,0.05263157894736842
177234,Called numerous of times and the doctor kept refusing to see me or prescribed anything for my pain.,1,call numerous time keep refuse prescribed pain,"['call', 'call numerous', 'call numerous time', 'call numerous time keep', 'call numerous time keep refuse', 'call numerous time keep refuse prescribed', 'call numerous time keep refuse prescribed pain', 'numerous', 'numerous time', 'numerous time keep', 'numerous time keep refuse', 'numerous time keep refuse prescribed', 'numerous time keep refuse prescribed pain', 'time', 'time keep', 'time keep refuse', 'time keep refuse prescribed', 'time keep refuse prescribed pain', 'keep', 'keep refuse', 'keep refuse prescribed', 'keep refuse prescribed pain', 'refuse', 'refuse prescribed', 'refuse prescribed pain', 'prescribed', 'prescribed pain', 'pain']",0,0,1,0,0,0,0.05263157894736842
150478,The surgery center was small and his pain management technique was such that I had very little post operative pain.,0,surgery center small pain management technique little post operative pain,"['surgery', 'surgery center', 'surgery center small', 'surgery center small pain', 'surgery center small pain management', 'surgery center small pain management technique', 'surgery center small pain management technique little', 'surgery center small pain management technique little post', 'surgery center small pain management technique little post operative', 'surgery center small pain management technique little post operative pain', 'center', 'center small', 'center small pain', 'center small pain management', 'center small pain management technique', 'center small pain management technique little', 'center small pain management technique little post', 'center small pain management technique little post operative', 'center small pain management technique little post operative pain', 'small', 'small pain', 'small pain management', 'small pain management technique', 'small pain management technique little', 'small pain management technique little post', 'small pain management technique little post operative', 'small pain management technique little post operative pain', 'pain', 'pain management', 'pain management technique', 'pain management technique little', 'pain management technique little post', 'pain management technique little post operative', 'pain management technique little post operative pain', 'management', 'management technique', 'management technique little', 'management technique little post', 'management technique little post operative', 'management technique little post operative pain', 'technique', 'technique little', 'technique little post', 'technique little post operative', 'technique little post operative pain', 'little', 'little post', 'little post operative', 'little post operative pain', 'post', 'post operative', 'post operative pain', 'operative', 'operative pain', 'pain']",1,0,1,0,0,0,0.06153846153846154
158174,"Now I am in pain again, about to have the same surgery again month later.",1,pain surgery,"['pain', 'pain surgery', 'surgery']",0,0,1,0,0,0,0.15384615384615385
178766,Over a year later and I'm still wearing a binder because without it I swell and I'm in pain.,1,wear binder swell pain,"['wear', 'wear binder', 'wear binder swell', 'wear binder swell pain', 'binder', 'binder swell', 'binder swell pain', 'swell', 'swell pain', 'pain']",0,0,1,0,0,0,0.1
125955,They would rather me suffer in pain because I have an outstanding balance.,1,suffer pain outstanding balance,"['suffer', 'suffer pain', 'suffer pain outstanding', 'suffer pain outstanding balance', 'pain', 'pain outstanding', 'pain outstanding balance', 'outstanding', 'outstanding balance', 'balance']",0,0,1,0,0,0,0.1
151352,Dr. Hey has corrected my back and I stand up straight again with No pain.,0,correct stand straight no pain,"['correct', 'correct stand', 'correct stand straight', 'correct stand straight no', 'correct stand straight no pain', 'stand', 'stand straight', 'stand straight no', 'stand straight no pain', 'straight', 'straight no', 'straight no pain', 'no', 'no pain', 'pain']",0,0,1,0,0,0,0.08
